,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1800084499314696407,GOP thinks it has found winning argument for Donald Trump https://t.co/qsFB2TEqww,positive,optimism,entity,GOP,supportive
1,1800084499314696407,GOP thinks it has found winning argument for Donald Trump https://t.co/qsFB2TEqww,positive,optimism,event/topic,Donald Trump's winning argument,positive
2,1800084364463661384,"Biden is completely gone 

When a person has lost control of their motor senses you really have to ask - should they be ‘the leader of the free world’? https://t.co/65mmzDYuLy",negative,"anger, concern",entity,Biden,nonsupportive
3,1800084224298676254,Trump Challenges Biden to Drug Test Before Debate https://t.co/hfoqw1QHtu,negative,"anger, fury",entity,Joe Biden,nonsupportive
4,1800084224298676254,Trump Challenges Biden to Drug Test Before Debate https://t.co/hfoqw1QHtu,negative,"anger, fury",event,Presidential Debate,supportive
5,1800083958094266878,"Today’s Times.

The Conservative Party is now rapidly circling the plug hole of Farage. They should never have swum so close.

Better for the One Nation Tories to fight back to the middle ground where their party has a future than, like Braverman, acquiesce to this fate. https://t.co/zrepuv699a",negative,anger,entity,Farage,supportive
6,1800083958094266878,"Today’s Times.

The Conservative Party is now rapidly circling the plug hole of Farage. They should never have swum so close.

Better for the One Nation Tories to fight back to the middle ground where their party has a future than, like Braverman, acquiesce to this fate. https://t.co/zrepuv699a",negative,anger,event,Conservative Party losing support,negative
7,1800083890670907741,Trump: 'We're Going to Knock Off the Biden Crime Family' https://t.co/59VkuEJchI,negative,"anger, resentment, frustration",entity,Biden crime family,nonsupportive
8,1800083890670907741,Trump: 'We're Going to Knock Off the Biden Crime Family' https://t.co/59VkuEJchI,negative,"anger, resentment, frustration",event,Trump's accusation of Biden's family involvement in a crime,supportive
9,1800083599024103809,Hunter Biden enters day 6 of criminal trial with possibility of taking the stand https://t.co/ByH7ILBZ6T,negative,"concern, unease",entity,Hunter Biden,supportive
10,1800083599024103809,Hunter Biden enters day 6 of criminal trial with possibility of taking the stand https://t.co/ByH7ILBZ6T,negative,"concern, unease",event,criminal trial,nonsupportive
11,1800083599024103809,Hunter Biden enters day 6 of criminal trial with possibility of taking the stand https://t.co/ByH7ILBZ6T,negative,"concern, unease",event,taking the stand,negative
12,1800083478655938860,"@Roy_Cam @c_cgottlieb @KellyRek .@texan_maga 

“Clinton has no core beliefs – he's just all appetite.” 
– JESSE JACKSON
(Bubba as a Great White Shark....)

P. N. Gwynne's THE COMPENDIUM
https://t.co/efzUAkeFvM",negative,"anger, fury",entity,Clinton,supportive
13,1800083478655938860,"@Roy_Cam @c_cgottlieb @KellyRek .@texan_maga 

“Clinton has no core beliefs – he's just all appetite.” 
– JESSE JACKSON
(Bubba as a Great White Shark....)

P. N. Gwynne's THE COMPENDIUM
https://t.co/efzUAkeFvM",negative,"anger, fury",quote,JESSE JACKSON,nonsupportive
14,1800083210220589408,"THE EUROPEAN PARLIAMENT ELECTIONS

What to make of them? In general, it's not the ""red wave"" some of us have been hoping for, but there was some movement in the ""conservative"" direction. Macron lost in a big way, and by calling for a ""snap"" election of the domestic assembly, he",neutral,NA,event,European Parliament Elections,neutral
15,1800083210220589408,"THE EUROPEAN PARLIAMENT ELECTIONS

What to make of them? In general, it's not the ""red wave"" some of us have been hoping for, but there was some movement in the ""conservative"" direction. Macron lost in a big way, and by calling for a ""snap"" election of the domestic assembly, he",neutral,NA,entity,Macron,nonsupportive
16,1800083210220589408,"THE EUROPEAN PARLIAMENT ELECTIONS

What to make of them? In general, it's not the ""red wave"" some of us have been hoping for, but there was some movement in the ""conservative"" direction. Macron lost in a big way, and by calling for a ""snap"" election of the domestic assembly, he",neutral,NA,topic,conservative direction in Europe,supportive
17,1800083131279757426,"@oflynnsocial Most are still playing a rigged game. The communists' first, most pernicious, trick is the mangling of language, so that words become meaningless.

""Right wing"" used to mean economically &amp; socially conservative. Now we allow it to mean anything that isn't Neo-Marxist globalism.",negative,"anger, concern",topic,Neo-Marxist globalism,supportive
18,1800083131279757426,"@oflynnsocial Most are still playing a rigged game. The communists' first, most pernicious, trick is the mangling of language, so that words become meaningless.

""Right wing"" used to mean economically &amp; socially conservative. Now we allow it to mean anything that isn't Neo-Marxist globalism.",negative,"anger, concern",entity,Right wing,nonsupportive
19,1800083024589263010,"Donald Trump Supporters Leave Rally During Middle of Speech, Video Shows https://t.co/MGTZQZdtpZ",negative,"disappointment, frustration",entity,Donald Trump Supporters,nonsupportive
20,1800083024589263010,"Donald Trump Supporters Leave Rally During Middle of Speech, Video Shows https://t.co/MGTZQZdtpZ",negative,"disappointment, frustration",event,rally of Donald Trump,supportive
21,1800082993291420020,"Donald Trump's Conviction On 34 Felony Counts of Falsifying Business Records Is Not Supported By The Evidence

1) Prosecution witnesses testify that Cohen was working with a press corporation, AMI, to purchase story rights from potentially negative sources",negative,"anger, concern",entity,Donald Trump,nonsupportive
22,1800082993291420020,"Donald Trump's Conviction On 34 Felony Counts of Falsifying Business Records Is Not Supported By The Evidence

1) Prosecution witnesses testify that Cohen was working with a press corporation, AMI, to purchase story rights from potentially negative sources",negative,"anger, concern",event,felony conviction of Donald Trump,negative
23,1800082958130508120,"@Christi57934893 @Leslieoo7 @BverInFL @TTuberville One thing one learns early on in the Army: the enemy gets a vote

Given that Trump had committed us to pull out, forced Kabul to release 5000 fighters and kept drawing down leaving Biden w/ 2500 troops across 6 provinces (BAF alone had 2700 my first tour), curious how you’d do it",negative,"anger, concern, frustration",entity,Donald Trump,nonsupportive
24,1800082958130508120,"@Christi57934893 @Leslieoo7 @BverInFL @TTuberville One thing one learns early on in the Army: the enemy gets a vote

Given that Trump had committed us to pull out, forced Kabul to release 5000 fighters and kept drawing down leaving Biden w/ 2500 troops across 6 provinces (BAF alone had 2700 my first tour), curious how you’d do it",negative,"anger, concern, frustration",event,US troop withdrawal in Afghanistan under Trump's plan,negative
25,1800082946424242669,"Who is winning this fight?

If the answer is correct, the winner will get $5,000.

A. Biden
B. Trump https://t.co/qrgJ9rKNDN",neutral,NA,entity,Donald Trump,supportive
26,1800082946424242669,"Who is winning this fight?

If the answer is correct, the winner will get $5,000.

A. Biden
B. Trump https://t.co/qrgJ9rKNDN",neutral,NA,entity,Joe Biden,nonsupportive
27,1800082946424242669,"Who is winning this fight?

If the answer is correct, the winner will get $5,000.

A. Biden
B. Trump https://t.co/qrgJ9rKNDN",neutral,NA,topic,US presidential election fight,neutral
28,1800082809358622897,"If Farage becomes a Tory MP, that’s the end of the Conservative Party. As in, the end, no coming back, never winning another election ever again.",negative,anger,event,Farage becoming a Tory MP,supportive
29,1800082612217864261,You clearly don’t understand politics or business. Creative destruction demands the death of the Tory party &amp; a replacement. It has run its course. All this I admire Nigel but prefer to be associated with the Conservative Party turns my stomach!,negative,"disgust, contempt",entity,Tory party,nonsupportive
30,1800082612217864261,You clearly don’t understand politics or business. Creative destruction demands the death of the Tory party &amp; a replacement. It has run its course. All this I admire Nigel but prefer to be associated with the Conservative Party turns my stomach!,negative,"disgust, contempt",party,Conservative Party,supportive
31,1800082584409620879,"@spignal @FantaAlexx I agree it was a wash but Wilders went from 1-&gt;6
In Italy, the alleged far right coalition is at 48% vote share.
In Austria, FPO made gains.
In Belgium too outsider made gains. 
Even EPP has a more conservative/right lean as they've adopted ""far-right"" viewpoints on immigration.",positive,"anger, concern, disappointment",entity,Wilders,nonsupportive
32,1800082584409620879,"@spignal @FantaAlexx I agree it was a wash but Wilders went from 1-&gt;6
In Italy, the alleged far right coalition is at 48% vote share.
In Austria, FPO made gains.
In Belgium too outsider made gains. 
Even EPP has a more conservative/right lean as they've adopted ""far-right"" viewpoints on immigration.",positive,"anger, concern, disappointment",event/topic,Italian far right coalition vote share,supportive
33,1800082584409620879,"@spignal @FantaAlexx I agree it was a wash but Wilders went from 1-&gt;6
In Italy, the alleged far right coalition is at 48% vote share.
In Austria, FPO made gains.
In Belgium too outsider made gains. 
Even EPP has a more conservative/right lean as they've adopted ""far-right"" viewpoints on immigration.",positive,"anger, concern, disappointment",event/topic,FPO gains in Austria,positive
34,1800082584409620879,"@spignal @FantaAlexx I agree it was a wash but Wilders went from 1-&gt;6
In Italy, the alleged far right coalition is at 48% vote share.
In Austria, FPO made gains.
In Belgium too outsider made gains. 
Even EPP has a more conservative/right lean as they've adopted ""far-right"" viewpoints on immigration.",positive,"anger, concern, disappointment",entity,EPP,nonsupportive
35,1800082423591686420,"@JohnMappin @Nigel_Farage @reformparty_uk The Conservative Party, The Labour Party and The Liberal Party 🤣",neutral,NA,entity,Conservative Party,nonsupportive
36,1800082423591686420,"@JohnMappin @Nigel_Farage @reformparty_uk The Conservative Party, The Labour Party and The Liberal Party 🤣",neutral,NA,entity,Labour Party,nonsupportive
37,1800082423591686420,"@JohnMappin @Nigel_Farage @reformparty_uk The Conservative Party, The Labour Party and The Liberal Party 🤣",neutral,NA,entity,Liberal Party,nonsupportive
38,1800082393941803234,"""TENS OF THOUSANDS OF PALESTINIANS ARE DEAD!!""

—Shouted anti-genocide protestor during Joe Biden's Atlanta rally https://t.co/Y6TCPO8UDS",negative,"anger, outrage",entity,Joe Biden,nonsupportive
39,1800082393941803234,"""TENS OF THOUSANDS OF PALESTINIANS ARE DEAD!!""

—Shouted anti-genocide protestor during Joe Biden's Atlanta rally https://t.co/Y6TCPO8UDS",negative,"anger, outrage",event,Joe Biden's Atlanta rally,negative
40,1800082393941803234,"""TENS OF THOUSANDS OF PALESTINIANS ARE DEAD!!""

—Shouted anti-genocide protestor during Joe Biden's Atlanta rally https://t.co/Y6TCPO8UDS",negative,"anger, outrage",topic,genocide protest,supportive
41,1800082356600242317,"I heard Joe say this on live TV, &amp; wondered- just who &amp; in the F@%K do you work for? China?
#Trump2024 https://t.co/l2sIT5YA42",negative,"anger, distrust",entity,Joe,nonsupportive
42,1800082356600242317,"I heard Joe say this on live TV, &amp; wondered- just who &amp; in the F@%K do you work for? China?
#Trump2024 https://t.co/l2sIT5YA42",negative,"anger, distrust",topic,China,supportive
43,1800082203264913555,"@miriam_cates You still haven't figured it out. YOU may think you're a Conservative but most of your party are not.  That's why it failed to Conserve anything since 2019. You're going to lose your SEAT, it doesn't matter who takes it so long as YOUR party are utterly destroyed.
VOTE #REFORMUK",negative,anger,entity,Conservative Party,nonsupportive
44,1800082203264913555,"@miriam_cates You still haven't figured it out. YOU may think you're a Conservative but most of your party are not.  That's why it failed to Conserve anything since 2019. You're going to lose your SEAT, it doesn't matter who takes it so long as YOUR party are utterly destroyed.
VOTE #REFORMUK",negative,anger,event,Conservative party's failure to conserve since 2019,negative
45,1800082003729195368,"@nialloconghaile UK Conservative Party actually aligned with the far right on the Council of Europe. 

https://t.co/GUHoTiYDm8",negative,NA,entity,Niall O'Connor Ghailhe,nonsupportive
46,1800082003729195368,"@nialloconghaile UK Conservative Party actually aligned with the far right on the Council of Europe. 

https://t.co/GUHoTiYDm8",negative,NA,party,UK Conservative Party,negative
47,1800081989208576262,"I don't think people understand yet how few potential candidates the conservative party have available, and how few party members they have selecting them.

For some councillor selections they have difficulty getting a quorum.",negative,"frustration, concern",entity,conservative party,nonsupportive
