,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1804309058616246614,@ItsLovelyLaveau I thought of you AS SOON as he said that,negative,anger,entity,Kamala Harris,nonsupportive
1,1804308949799235848,"Arkansas Democrats stand with the people of Fordyce. We share the shock and grief of all Arkansans in the face of this unspeakable and unnecessary tragedy 💔

https://t.co/AkoeVczwIj",positive,"concern, sympathy",event,Fordyce tragedy,nonsupportive
2,1804308588778725474,"While Biden’s focused on training to stand up for 90 minutes, Trump’s talking policy and shredding Biden’s cash advantage. Trump’s up in every swing state, even edging out Biden in deep blue Minnesota when RFK Jr is on the ballot. Meanwhile Biden’s down with Hispanics, Blacks and https://t.co/srthNceQ5O",negative,"anger, distrust, concern",entity,Biden,nonsupportive
3,1804308588778725474,"While Biden’s focused on training to stand up for 90 minutes, Trump’s talking policy and shredding Biden’s cash advantage. Trump’s up in every swing state, even edging out Biden in deep blue Minnesota when RFK Jr is on the ballot. Meanwhile Biden’s down with Hispanics, Blacks and https://t.co/srthNceQ5O",negative,"anger, distrust, concern",topic,cash advantage,negative
4,1804308588778725474,"While Biden’s focused on training to stand up for 90 minutes, Trump’s talking policy and shredding Biden’s cash advantage. Trump’s up in every swing state, even edging out Biden in deep blue Minnesota when RFK Jr is on the ballot. Meanwhile Biden’s down with Hispanics, Blacks and https://t.co/srthNceQ5O",negative,"anger, distrust, concern",event,Minnesota election,neutral
5,1804308588778725474,"While Biden’s focused on training to stand up for 90 minutes, Trump’s talking policy and shredding Biden’s cash advantage. Trump’s up in every swing state, even edging out Biden in deep blue Minnesota when RFK Jr is on the ballot. Meanwhile Biden’s down with Hispanics, Blacks and https://t.co/srthNceQ5O",negative,"anger, distrust, concern",entity,RFK Jr,neutral
6,1804308588778725474,"While Biden’s focused on training to stand up for 90 minutes, Trump’s talking policy and shredding Biden’s cash advantage. Trump’s up in every swing state, even edging out Biden in deep blue Minnesota when RFK Jr is on the ballot. Meanwhile Biden’s down with Hispanics, Blacks and https://t.co/srthNceQ5O",negative,"anger, distrust, concern",entity,Trump,supportive
7,1804308454775099773,"A lot of people want to know why I don't like or trust RFK Jr

This part of a speech in 2022 is an example of why

He's anti-technology and anti-crypto

He's lying today about his views to get support and votes

Like many politicians, he tells you what you want to hear https://t.co/SBbuZRCTVh",negative,"distrust, concern",entity,Robert F. Kennedy Jr.,nonsupportive
8,1804308454775099773,"A lot of people want to know why I don't like or trust RFK Jr

This part of a speech in 2022 is an example of why

He's anti-technology and anti-crypto

He's lying today about his views to get support and votes

Like many politicians, he tells you what you want to hear https://t.co/SBbuZRCTVh",negative,"distrust, concern",event,part of a speech in 2022,negative
9,1804307249986195765,"President Trump says he would love to see RFK JR at the CNN presidential debate, but you have to poll better than he is by like triple 🤣🤣🤣  #DropOutRFK https://t.co/wT3IEOz7Zn",negative,amusement,entity,Robert F. Kennedy Jr.,supportive
10,1804307249986195765,"President Trump says he would love to see RFK JR at the CNN presidential debate, but you have to poll better than he is by like triple 🤣🤣🤣  #DropOutRFK https://t.co/wT3IEOz7Zn",negative,amusement,event,CNN presidential debate,neutral
11,1804306831516537030,"What a great step towards uniting King County with the endorsement from my friends in the mighty 47th Legislative District of the King County Republican Party.

#BirdForGovernor #bird2024 #wastate #olympiawashington #governor #commonsense #togetherwecan #giveolympiathebird https://t.co/uYNsfazje3",positive,NA,entity,King County Republican Party,supportive
12,1804306831516537030,"What a great step towards uniting King County with the endorsement from my friends in the mighty 47th Legislative District of the King County Republican Party.

#BirdForGovernor #bird2024 #wastate #olympiawashington #governor #commonsense #togetherwecan #giveolympiathebird https://t.co/uYNsfazje3",positive,NA,event,endorsement,positive
13,1804306404250902749,"Misfeasance is a form of misconduct, and it occurs when a public official, public servant or public body knowingly and willingly acts to cause loss or harm to a third party

Such as fabricating and tampering police statements

After interview to get a successful charge signed off https://t.co/78Q4pbcHga",negative,"anger, distrust",entity,public officials,nonsupportive
