,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1798765684308185600,"D-Day commemorations are literally not in the top 20 stories on the Fox News homepage right now. Hunter Biden’s trial is number one, of course. Shameful.",negative,"anger, shame",entity,Fox News,nonsupportive
1,1798765684308185600,"D-Day commemorations are literally not in the top 20 stories on the Fox News homepage right now. Hunter Biden’s trial is number one, of course. Shameful.",negative,"anger, shame",event,Hunter Biden's trial,supportive
2,1798765684308185600,"D-Day commemorations are literally not in the top 20 stories on the Fox News homepage right now. Hunter Biden’s trial is number one, of course. Shameful.",negative,"anger, shame",topic,ND-Day commemorations,neutral
3,1798765681028239564,"'I stand with Steve Bannon': Conservatives sound off on 'death of judicial system' after conservative star ordered to jail by Biden regime

https://t.co/xlQv2cxTXv",negative,"anger, distrust",entity,Biden regime,supportive
4,1798765681028239564,"'I stand with Steve Bannon': Conservatives sound off on 'death of judicial system' after conservative star ordered to jail by Biden regime

https://t.co/xlQv2cxTXv",negative,"anger, distrust",event,death of judicial system,negative
5,1798765444926410842,"Steve Bannon, a former top adviser to Donald Trump, must report to prison by July 1 to serve a four-month sentence for contempt of Congress, a judge said on Thursday. https://t.co/JfBeAxLJ6n",negative,NA,entity,Steve Bannon,neutral
6,1798765444926410842,"Steve Bannon, a former top adviser to Donald Trump, must report to prison by July 1 to serve a four-month sentence for contempt of Congress, a judge said on Thursday. https://t.co/JfBeAxLJ6n",negative,NA,event,prison sentence for contempt of Congress,negative
7,1798765441755828376,"According to the Washington Post, Biden is in Normandy ""seeking to draw contrasts in leadership style with Trump."" Give me a break.  https://t.co/3Cko6ZNPJ4",negative,anger,entity,Biden,nonsupportive
8,1798765441755828376,"According to the Washington Post, Biden is in Normandy ""seeking to draw contrasts in leadership style with Trump."" Give me a break.  https://t.co/3Cko6ZNPJ4",negative,anger,event,Trump,supportive
9,1798765438224269318,"Biden in France for D-Day, just tried to sit on an invisible chair

The leader of the free world https://t.co/g6qq63rL3Q",negative,confusion,entity,Joe Biden,nonsupportive
10,1798765438224269318,"Biden in France for D-Day, just tried to sit on an invisible chair

The leader of the free world https://t.co/g6qq63rL3Q",negative,confusion,event,D-Day commemorations,supportive
11,1798765438224269318,"Biden in France for D-Day, just tried to sit on an invisible chair

The leader of the free world https://t.co/g6qq63rL3Q",negative,confusion,topic,presidential performance,negative
12,1798765428493439132,"And this is the ""smartest guy"" Joe Biden knows... 

HUGE BREAKING NEWS: Witness Reveals Hunter Biden While Managing Burisma... via @ConservRoof 

https://t.co/9rWFNdvwZY",negative,"anger, distrust",entity,Hunter Biden,supportive
13,1798765428493439132,"And this is the ""smartest guy"" Joe Biden knows... 

HUGE BREAKING NEWS: Witness Reveals Hunter Biden While Managing Burisma... via @ConservRoof 

https://t.co/9rWFNdvwZY",negative,"anger, distrust",event,Hunter Biden managing Burisma,negative
14,1798765399984755073,"BREAKING: Trump Ally Steve Bannon Ordered to Surrender to Prison Soon

Former adviser to ex-President Donald Trump was convicted of contempt of Congress.
https://t.co/2qos9Zj7sA",negative,"anger, resentment",entity,Steve Bannon,nonsupportive
