,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1804982763553993200,"U.S. Sen. Cruz Questions Biden Administration Over Dismissal of 350,000 Illegal Alien Removal Cases.
https://t.co/r5W8Tw4xVx",negative,"distrust, concern",entity,Biden Administration,nonsupportive
1,1804982763553993200,"U.S. Sen. Cruz Questions Biden Administration Over Dismissal of 350,000 Illegal Alien Removal Cases.
https://t.co/r5W8Tw4xVx",negative,"distrust, concern",topic,"dismissal of 350,000 illegal alien removal cases",negative
2,1804982680679055673,"Personally, I want Congress to shut the border down, impeach Joe Biden, halt any foreign spending and then go home.

The less Congress “does” the better we all seem to be.",negative,"anger, distrust",entity,Congress,nonsupportive
3,1804982680679055673,"Personally, I want Congress to shut the border down, impeach Joe Biden, halt any foreign spending and then go home.

The less Congress “does” the better we all seem to be.",negative,"anger, distrust",event,Joe Biden presidency,negative
4,1804982680679055673,"Personally, I want Congress to shut the border down, impeach Joe Biden, halt any foreign spending and then go home.

The less Congress “does” the better we all seem to be.",negative,"anger, distrust",topic,foreign spending,supportive
5,1804982557601120402,I think Donald Trump can do this where are you Donald let's prove this statement false!,positive,"confrontation, challenge",entity,Donald Trump,supportive
6,1804982557601120402,I think Donald Trump can do this where are you Donald let's prove this statement false!,positive,"confrontation, challenge",event,presidential election debate or discussion,supportive
7,1804982548310966676,@thejackhopkins I like the fact that Joe Biden feels confident enough to debate. Joe did great at the SOTU lets support him now. Trump is counting on appearances to hurt Joe Biden.  This format may very well define Trump as a blustering nincompoop which is way overdue.,positive,"excitement, support",entity,Joe Biden,supportive
8,1804982548310966676,@thejackhopkins I like the fact that Joe Biden feels confident enough to debate. Joe did great at the SOTU lets support him now. Trump is counting on appearances to hurt Joe Biden.  This format may very well define Trump as a blustering nincompoop which is way overdue.,positive,"excitement, support",event,State of the Union (SOTU) address,positive
9,1804982548310966676,@thejackhopkins I like the fact that Joe Biden feels confident enough to debate. Joe did great at the SOTU lets support him now. Trump is counting on appearances to hurt Joe Biden.  This format may very well define Trump as a blustering nincompoop which is way overdue.,positive,"excitement, support",entity,Donald Trump,nonsupportive
10,1804982535623225772,"Good post and ""It has widely been noted that prior to Donald Trump, the last Republican candidate for president who appeared in the Bronx was Ronald Reagan,
""Why Trump's blue district barnstorming is a bad sign for Biden https://t.co/cdnfdJWjrh #FoxNews",negative,NA,entity,Donald Trump,nonsupportive
11,1804982535623225772,"Good post and ""It has widely been noted that prior to Donald Trump, the last Republican candidate for president who appeared in the Bronx was Ronald Reagan,
""Why Trump's blue district barnstorming is a bad sign for Biden https://t.co/cdnfdJWjrh #FoxNews",negative,NA,event,Biden,supportive
12,1804982535623225772,"Good post and ""It has widely been noted that prior to Donald Trump, the last Republican candidate for president who appeared in the Bronx was Ronald Reagan,
""Why Trump's blue district barnstorming is a bad sign for Biden https://t.co/cdnfdJWjrh #FoxNews",negative,NA,topic,barnstorming,negative
13,1804982518879551607,Biden’s new left-wing extremist comms guy @TylerACherry wants to abolish ICE. https://t.co/bIJyEz8lA5,negative,"anger, concern",entity,@TylerACherry,neutral
14,1804982518879551607,Biden’s new left-wing extremist comms guy @TylerACherry wants to abolish ICE. https://t.co/bIJyEz8lA5,negative,"anger, concern",topic,abolish ICE,negative
