,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Gov. Glenn Youngkin,supportive
1,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Jeff Ryer,neutral
2,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Ramona Christian,neutral
3,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Morton Blackwell,neutral
4,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Megan Frederick,neutral
5,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Rich Anderson,neutral
6,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Jo-Ann Chase,neutral
7,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Wren Williams,neutral
8,1801656183947936216,"Here are our RNC Convention Committee members from VA. 
- Delegation Chair: Gov. Glenn Youngkin
- Platform: Jeff Ryer and Ramona Christian
- Rules: Morton Blackwell and Megan Frederick
- Credentials: Rich Anderson and Jo-Ann Chase
- Permanent Org: Wren Williams and Rhonda Brier https://t.co/53rCVZgHUZ",neutral,NA,entity,Rhonda Brier,neutral
9,1801656180999065818,"Happy Birthday President @realDonaldTrump 

President Donald Trump calls into our overtime show and talks about his birthday celebrations. https://t.co/0b2v7xTgls promo code: VOTERFRAUD https://t.co/eYyewYYy8q",positive,NA,entity,@realDonaldTrump,nonsupportive
10,1801656180999065818,"Happy Birthday President @realDonaldTrump 

President Donald Trump calls into our overtime show and talks about his birthday celebrations. https://t.co/0b2v7xTgls promo code: VOTERFRAUD https://t.co/eYyewYYy8q",positive,NA,event,birthday celebrations,neutral
11,1801656113454321963,Biden prosecutor Matthew Colangelo opposes lifting Trump's gag in New York even though the trial is over. https://t.co/Ii3P2jH5aL,negative,NA,entity,Matthew Colangelo,supportive
12,1801656113454321963,Biden prosecutor Matthew Colangelo opposes lifting Trump's gag in New York even though the trial is over. https://t.co/Ii3P2jH5aL,negative,NA,event,lifting Trump's gag in New York,negative
13,1801656063189463075,"U.S President Joe Biden engages in an intimate forehead-to-forehead gesture with Pope Francis at G-7 summit in Italy 

 https://t.co/1J1RkHBa2b",neutral,NA,event,G-7 summit,neutral
14,1801656063189463075,"U.S President Joe Biden engages in an intimate forehead-to-forehead gesture with Pope Francis at G-7 summit in Italy 

 https://t.co/1J1RkHBa2b",neutral,NA,entity,Pope Francis,neutral
15,1801656063189463075,"U.S President Joe Biden engages in an intimate forehead-to-forehead gesture with Pope Francis at G-7 summit in Italy 

 https://t.co/1J1RkHBa2b",neutral,NA,entity,Joe Biden,neutral
16,1801656062874939416,"This Supreme Court sucks. 

It exists in its current form because we failed to defeat Donald Trump in 2016. 

Let’s not make that mistake again.",negative,"anger, frustration",entity,Supreme Court,nonsupportive
17,1801656062874939416,"This Supreme Court sucks. 

It exists in its current form because we failed to defeat Donald Trump in 2016. 

Let’s not make that mistake again.",negative,"anger, frustration",event,2016 presidential election,negative
18,1801656062874939416,"This Supreme Court sucks. 

It exists in its current form because we failed to defeat Donald Trump in 2016. 

Let’s not make that mistake again.",negative,"anger, frustration",entity,Donald Trump,supportive
19,1801656039659520433,"@guypbenson @JoshKraushaar That polling has Biden making inroads with reliable Republican older voters and Trump making inroads with reliable Democratic young voters makes me think we know absolutely nothing about the 2024 electorate. 

Or that polling is completely broken.",negative,"distrust, concern",event,polling on 2024 US presidential election,nonsupportive
20,1801656039659520433,"@guypbenson @JoshKraushaar That polling has Biden making inroads with reliable Republican older voters and Trump making inroads with reliable Democratic young voters makes me think we know absolutely nothing about the 2024 electorate. 

Or that polling is completely broken.",negative,"distrust, concern",entity,Biden,nonsupportive
21,1801656039659520433,"@guypbenson @JoshKraushaar That polling has Biden making inroads with reliable Republican older voters and Trump making inroads with reliable Democratic young voters makes me think we know absolutely nothing about the 2024 electorate. 

Or that polling is completely broken.",negative,"distrust, concern",entity,Trump,supportive
22,1801655974173827427,Everybody talks about how Biden's too old but no one asks the real question https://t.co/KtGNoYJ9vX,negative,"anger, concern",entity,Biden,nonsupportive
23,1801655974173827427,Everybody talks about how Biden's too old but no one asks the real question https://t.co/KtGNoYJ9vX,negative,"anger, concern",topic,age of presidential candidates,neutral
24,1801655963067228310,"RT @PalestineChron ""Hamas called on the Biden administration to pressure the Israeli government, accusing it of continuing a mission of killing and extermination. 

https://t.co/zymunr9P93 https://t.co/KzESjBAPu7""",negative,"anger, indignation",entity,Israeli government,supportive
25,1801655963067228310,"RT @PalestineChron ""Hamas called on the Biden administration to pressure the Israeli government, accusing it of continuing a mission of killing and extermination. 

https://t.co/zymunr9P93 https://t.co/KzESjBAPu7""",negative,"anger, indignation",event,Hamas accusing the Israeli government of killing and extermination,negative
26,1801655952497668294,You’d  think every governor who truly cares about the people of his or her state would embrace this philosophy. But not lackey #GOP governors. They’re more interested in having their constituents be uneducated serfs.,negative,"anger, contempt",entity,#GOP governors,nonsupportive
27,1801655952497668294,You’d  think every governor who truly cares about the people of his or her state would embrace this philosophy. But not lackey #GOP governors. They’re more interested in having their constituents be uneducated serfs.,negative,"anger, contempt",topic,philosophy of #GOP governors,negative
28,1801655947078541348,"@DEMOCRACYDENNIS The average magat is a bitter looser, looking for someone to blame for their problems. They are susceptible to manipulation, and the GOP is always there to provide them with a list of scapegoats, in order to distract them from focusing on what is actually causing their situation.",negative,"anger, bitterness",entity,average voter,nonsupportive
29,1801655947078541348,"@DEMOCRACYDENNIS The average magat is a bitter looser, looking for someone to blame for their problems. They are susceptible to manipulation, and the GOP is always there to provide them with a list of scapegoats, in order to distract them from focusing on what is actually causing their situation.",negative,"anger, bitterness",party,GOP,supportive
30,1801655924295352825,@JoeBiden Biden Confronts... https://t.co/GFFwLDu5Ng,negative,"agitation, concern",entity,Donald Trump,nonsupportive
31,1801655913440252387,"A new PPIC poll shows Newsom's approval rating is 10 points underwater: 44% approve, 54% disapprove. This makes him the most unpopular governor in the country, per 538's latest data. 

It is a stark warning about the California-style policies Biden/Harris are imposing on America.",negative,"concern, anger, frustration",entity,California-style policies,nonsupportive
32,1801655913440252387,"A new PPIC poll shows Newsom's approval rating is 10 points underwater: 44% approve, 54% disapprove. This makes him the most unpopular governor in the country, per 538's latest data. 

It is a stark warning about the California-style policies Biden/Harris are imposing on America.",negative,"concern, anger, frustration",event/topic,Biden/Harris policies,negative
33,1801655913440252387,"A new PPIC poll shows Newsom's approval rating is 10 points underwater: 44% approve, 54% disapprove. This makes him the most unpopular governor in the country, per 538's latest data. 

It is a stark warning about the California-style policies Biden/Harris are imposing on America.",negative,"concern, anger, frustration",entity,Joe Biden,nonsupportive
34,1801655913440252387,"A new PPIC poll shows Newsom's approval rating is 10 points underwater: 44% approve, 54% disapprove. This makes him the most unpopular governor in the country, per 538's latest data. 

It is a stark warning about the California-style policies Biden/Harris are imposing on America.",negative,"concern, anger, frustration",entity,Kamala Harris,nonsupportive
35,1801655913440252387,"A new PPIC poll shows Newsom's approval rating is 10 points underwater: 44% approve, 54% disapprove. This makes him the most unpopular governor in the country, per 538's latest data. 

It is a stark warning about the California-style policies Biden/Harris are imposing on America.",negative,"concern, anger, frustration",entity,Gavin Newsom,nonsupportive
36,1801655912748269940,"Leader Schumer: If Republicans were for IVF, then they would’ve voted for the bill to protect it. We've seen far-right groups come out against IVF. These are the same people that got rid of Roe. They’ve said they want a national abortion ban. They’ll follow the MAGA far-right https://t.co/bdwW8FOiag",negative,"anger, concern",entity,Republicans,nonsupportive
37,1801655912748269940,"Leader Schumer: If Republicans were for IVF, then they would’ve voted for the bill to protect it. We've seen far-right groups come out against IVF. These are the same people that got rid of Roe. They’ve said they want a national abortion ban. They’ll follow the MAGA far-right https://t.co/bdwW8FOiag",negative,"anger, concern",event,IVF protection bill,negative
38,1801655912748269940,"Leader Schumer: If Republicans were for IVF, then they would’ve voted for the bill to protect it. We've seen far-right groups come out against IVF. These are the same people that got rid of Roe. They’ve said they want a national abortion ban. They’ll follow the MAGA far-right https://t.co/bdwW8FOiag",negative,"anger, concern",topic,national abortion ban,supportive
39,1801655912748269940,"Leader Schumer: If Republicans were for IVF, then they would’ve voted for the bill to protect it. We've seen far-right groups come out against IVF. These are the same people that got rid of Roe. They’ve said they want a national abortion ban. They’ll follow the MAGA far-right https://t.co/bdwW8FOiag",negative,"anger, concern",group/ideology,far-right groups,nonsupportive
40,1801655902052954120,@mjfree Well it would be but the dipshit put black burn marks on the black stripe soooooooooo it doesn't show.  Jesus they are even lousy bigots.  MAGA you just suck at life.,negative,"anger, distrust",entity,Donald Trump,nonsupportive
41,1801655845870080053,"@GOP Trifecta of awesome days today:

🇺🇸 Happy Birthday President Trump

🇺🇸 Happy Flag Day

🇺🇸 Happy 249th Birthday U.S. Army

 https://t.co/N2zvmX3Mng",positive,NA,entity,President Trump,supportive
42,1801655845870080053,"@GOP Trifecta of awesome days today:

🇺🇸 Happy Birthday President Trump

🇺🇸 Happy Flag Day

🇺🇸 Happy 249th Birthday U.S. Army

 https://t.co/N2zvmX3Mng",positive,NA,event,Flag Day,neutral
43,1801655845870080053,"@GOP Trifecta of awesome days today:

🇺🇸 Happy Birthday President Trump

🇺🇸 Happy Flag Day

🇺🇸 Happy 249th Birthday U.S. Army

 https://t.co/N2zvmX3Mng",positive,NA,entity,U.S. Army,supportive
44,1801655818057879975,"@JewishWarrior13 Not surprising that Biden has declared war against right-wing orgs in Israel.  

He (or whoever is actually in charge) declared war on right-wing American citizens the minute he was elected.",negative,"anger, distrust",entity,Biden,nonsupportive
45,1801655818057879975,"@JewishWarrior13 Not surprising that Biden has declared war against right-wing orgs in Israel.  

He (or whoever is actually in charge) declared war on right-wing American citizens the minute he was elected.",negative,"anger, distrust",event,declared war on right-wing American citizens,negative
46,1801655790656221466,"Hamas called on the Biden administration to pressure the Israeli government, accusing it of continuing a mission of killing and extermination. 

https://t.co/Ql0k4Ei1ms https://t.co/AYTdVnV0Iz",negative,"anger, concern",entity,Israeli government,supportive
47,1801655790656221466,"Hamas called on the Biden administration to pressure the Israeli government, accusing it of continuing a mission of killing and extermination. 

https://t.co/Ql0k4Ei1ms https://t.co/AYTdVnV0Iz",negative,"anger, concern",event,killing and extermination mission,negative
48,1801655763850387920,"@maddenifico Trump is a loser. Truth Social stock is dropping like a rock and likely to trade on the pink sheets for pennies. Everything Trump touches dies, from failed casinos to Trump Airlines, Trump University, and multiple bankruptcies.

In Joe Biden’s SOTU speech, he was nice about",negative,"anger, disgust",entity,Donald Trump,supportive
49,1801655763850387920,"@maddenifico Trump is a loser. Truth Social stock is dropping like a rock and likely to trade on the pink sheets for pennies. Everything Trump touches dies, from failed casinos to Trump Airlines, Trump University, and multiple bankruptcies.

In Joe Biden’s SOTU speech, he was nice about",negative,"anger, disgust",event,Trump stock market performance,negative
50,1801655756430680575,Former MAGA true believer in #Florida now creating a community for people who abandon smelly FL club owner who's now a convicted felon. https://t.co/WzWVbhchre via @browardpolitics,positive,"grievance, distrust",entity,smelly FL club owner,nonsupportive
51,1801655756430680575,Former MAGA true believer in #Florida now creating a community for people who abandon smelly FL club owner who's now a convicted felon. https://t.co/WzWVbhchre via @browardpolitics,positive,"grievance, distrust",event,conviction of the smelly FL club owner,supportive
52,1801655756015702093,Biden's last-ditch election immigration plan is to accept more illegals officially so they don't come in unofficially. https://t.co/T1xWIAmbWr,negative,anger,entity,Biden's election immigration plan,nonsupportive
53,1801655756015702093,Biden's last-ditch election immigration plan is to accept more illegals officially so they don't come in unofficially. https://t.co/T1xWIAmbWr,negative,anger,event,plan to accept more illegals,negative
54,1801655755679977524,@davidhogg111 Jjust a reminder- David Hogg is a grifter &amp; a fraud.,negative,"anger, resentment",entity,David Hogg,supportive
55,1801655745362149852,‘The Age of Trump’: Fox’s Laura Ingraham Predicts ’50 Years’ of MAGA Rule https://t.co/VJNGxcGr8w,positive,"excitement, optimism",entity,MAGA,supportive
56,1801655745362149852,‘The Age of Trump’: Fox’s Laura Ingraham Predicts ’50 Years’ of MAGA Rule https://t.co/VJNGxcGr8w,positive,"excitement, optimism",event,Trump's presidency,supportive
57,1801655726567199178,"@sorkincel Do the people that claim to care about Gaza (note: I really don’t think many leftists do, at all) have an explanation for why Biden is roughly as unpopular now as he was last summer?  Clearly Gaza isn’t the reason",negative,"anger, frustration",entity,Biden,nonsupportive
58,1801655726567199178,"@sorkincel Do the people that claim to care about Gaza (note: I really don’t think many leftists do, at all) have an explanation for why Biden is roughly as unpopular now as he was last summer?  Clearly Gaza isn’t the reason",negative,"anger, frustration",event,unpopularity of Biden,negative
59,1801655726567199178,"@sorkincel Do the people that claim to care about Gaza (note: I really don’t think many leftists do, at all) have an explanation for why Biden is roughly as unpopular now as he was last summer?  Clearly Gaza isn’t the reason",negative,"anger, frustration",topic,Gaza,NA
60,1801655716991615035,"Brazil’s conservative Congress, led by Evangelical lawmakers, considers bill that equates abortion at 22 weeks to homicide, with up to 20 years in jail. That’s more than rapists get. Set back for women’s right to choose. Criminalizing marijuana possession next on their agenda. https://t.co/yOFt96NvYo",negative,"anger, concern",event,bill equating abortion at 22 weeks to homicide,negative
61,1801655716991615035,"Brazil’s conservative Congress, led by Evangelical lawmakers, considers bill that equates abortion at 22 weeks to homicide, with up to 20 years in jail. That’s more than rapists get. Set back for women’s right to choose. Criminalizing marijuana possession next on their agenda. https://t.co/yOFt96NvYo",negative,"anger, concern",entity,women's right to choose,supportive
62,1801655716991615035,"Brazil’s conservative Congress, led by Evangelical lawmakers, considers bill that equates abortion at 22 weeks to homicide, with up to 20 years in jail. That’s more than rapists get. Set back for women’s right to choose. Criminalizing marijuana possession next on their agenda. https://t.co/yOFt96NvYo",negative,"anger, concern",topic,criminalizing marijuana possession,nonsupportive
63,1801655692379480557,"@AWeissmann_ MAGA... it's not about justice... it's about power, authority, control... SCOTUS is approx 5/9 MAGA... MAGA is an agenda to undermine democracy and rule of law in America... in favor of authoritarianism... we need to recognize who they are... Russia in America...",negative,"anger, distrust",entity,MAGA,nonsupportive
64,1801655692379480557,"@AWeissmann_ MAGA... it's not about justice... it's about power, authority, control... SCOTUS is approx 5/9 MAGA... MAGA is an agenda to undermine democracy and rule of law in America... in favor of authoritarianism... we need to recognize who they are... Russia in America...",negative,"anger, distrust",SCOTUS,Supreme Court of the United States,supportive
65,1801655692379480557,"@AWeissmann_ MAGA... it's not about justice... it's about power, authority, control... SCOTUS is approx 5/9 MAGA... MAGA is an agenda to undermine democracy and rule of law in America... in favor of authoritarianism... we need to recognize who they are... Russia in America...",negative,"anger, distrust",Russia in America,Russian influence in American politics,negative
66,1801655680945791478,"Todays Rant will include..

Biden says no pardon!

Bump stocks are back 

Death by hot tub

a strident defense of Milwaukee

Mavs do or die

Brat pack doc review

and all the rest of the days hot topics and headlines. today at 12pm cst
https://t.co/y4TfEOFytk",negative,"anger, distrust",entity,Biden,nonsupportive
67,1801655680945791478,"Todays Rant will include..

Biden says no pardon!

Bump stocks are back 

Death by hot tub

a strident defense of Milwaukee

Mavs do or die

Brat pack doc review

and all the rest of the days hot topics and headlines. today at 12pm cst
https://t.co/y4TfEOFytk",negative,"anger, distrust",topic,bump stocks,negative
68,1801655624737989032,"Swing State Polling, Weak Sleepy Joe, and The Laptop from Hell

@stevegrubershow shares highlights from his interview with President Trump earlier this week.

Check out President Donald Trump’s full interview here: https://t.co/3m0owg9skL

Watch LIVE➡ https://t.co/aeKhZCtVbe https://t.co/pFyUphhhtr",negative,NA,entity,Joe Biden,weak
