,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1801361226292990107,@Mollyploofkins I am ashamed that the criminal communist Dictator Donald Trump is able to run for president after staging an insurrection against the United States.🤔😎,negative,"anger, disgust",entity,Donald Trump,nonsupportive
1,1801361226292990107,@Mollyploofkins I am ashamed that the criminal communist Dictator Donald Trump is able to run for president after staging an insurrection against the United States.🤔😎,negative,"anger, disgust",event,staging an insurrection against the United States,negative
2,1801361183410098503,@in2puck32 @Spilled_Whiskey @DannyDrinksWine But if it’s a conservative it’s def a white supremacy sign,negative,anger,entity,conservative,nonsupportive
3,1801361162644119817,@PrezLives2022 Biden apparently didn’t take his pills before the Hur interview. Couldn’t remember what years he served as VP or when his son died. He should have to debate in that condition.,negative,"anger, distrust",entity,Joe Biden,nonsupportive
4,1801361151218917570,"Biden: Hamas is the obstacle to a deal, we’re continuing to push

https://t.co/ZWgAJzuFhr",negative,anger,entity,Hamas,supportive
5,1801361151218917570,"Biden: Hamas is the obstacle to a deal, we’re continuing to push

https://t.co/ZWgAJzuFhr",negative,anger,topic,deal,nonsupportive
6,1801361133858677019,@Tomisapatriot @JLNotHere @Bugsy_7777 @TinaVolos52 @michell60016558 @still_ultra @Penny_FL13 @ShayneS142 @ItsPatyToYou @Tami28937663 @Adivi_Shaw @rretoria @smsmith416 @puff_mad @LivRighteously1 @RicciGeri @VEtFeMaLE @mcain1954 @RydblomMimi @NationalRedNews @TwistedLadyNJ @theprettycliche @GOP It is time to get busy registering everyone we meet who has never voted. We need to retake the ground that has been lost. There are more of us than them. https://t.co/uQFeMDZQ4e,positive,"optimism, enthusiasm",event,registering voters,supportive
7,1801361133858677019,@Tomisapatriot @JLNotHere @Bugsy_7777 @TinaVolos52 @michell60016558 @still_ultra @Penny_FL13 @ShayneS142 @ItsPatyToYou @Tami28937663 @Adivi_Shaw @rretoria @smsmith416 @puff_mad @LivRighteously1 @RicciGeri @VEtFeMaLE @mcain1954 @RydblomMimi @NationalRedNews @TwistedLadyNJ @theprettycliche @GOP It is time to get busy registering everyone we meet who has never voted. We need to retake the ground that has been lost. There are more of us than them. https://t.co/uQFeMDZQ4e,positive,"optimism, enthusiasm",entity,opponents (them),nonsupportive
8,1801361114619646250,"Dear United States govt,

You say you want ""a lasting peace?""... Really?

Why don't you stop providing the funds &amp; bombs slaughtering children in Gaza?  

#Israel #Gaza #Rafah #WarCrimes #Netanyahu #Biden #AIPAC #Zionism",negative,"anger, outrage",event,US funding for Israel's military actions in Gaza,negative
9,1801361114619646250,"Dear United States govt,

You say you want ""a lasting peace?""... Really?

Why don't you stop providing the funds &amp; bombs slaughtering children in Gaza?  

#Israel #Gaza #Rafah #WarCrimes #Netanyahu #Biden #AIPAC #Zionism",negative,"anger, outrage",topic,war crimes,supportive
