,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1800728187376472498,"@chriswithans Democrats currently are just better voters than Republicans.

They seem to care enough to turn out, Republicans all too often just don't bother.

Part of it is the GOP relies on evangelicals and it is very tough to get them to turn out to vote.",positive,"anger, concern",entity,Republicans,nonsupportive
1,1800728187376472498,"@chriswithans Democrats currently are just better voters than Republicans.

They seem to care enough to turn out, Republicans all too often just don't bother.

Part of it is the GOP relies on evangelicals and it is very tough to get them to turn out to vote.",positive,"anger, concern",topic,voting turnout in Democrats vs Republicans,supportive
2,1800728159257796865,"President Joe Biden’s son, Hunter Biden has been convicted of all three felony charges. He faces up to 25 years in prison. https://t.co/3qjh9aqBlJ",negative,"anger, distrust",entity,Hunter Biden,nonsupportive
3,1800728159257796865,"President Joe Biden’s son, Hunter Biden has been convicted of all three felony charges. He faces up to 25 years in prison. https://t.co/3qjh9aqBlJ",negative,"anger, distrust",topic,corruption related to Joe Biden's son Hunter,negative
4,1800728134708297991,"JUST IN: Sam Brown has won the GOP primary for U.S. Senate in Nevada, the Associated Press projects. More results: https://t.co/22Wj57yuMf https://t.co/zEgLHF1Noe",neutral,NA,entity,Sam Brown,positive
5,1800728134708297991,"JUST IN: Sam Brown has won the GOP primary for U.S. Senate in Nevada, the Associated Press projects. More results: https://t.co/22Wj57yuMf https://t.co/zEgLHF1Noe",neutral,NA,event,GOP primary for U.S. Senate in Nevada,neutral
6,1800728073027117279,"@NumbersUSA Biden knows he caused the border crisis. He can end it by undoing the things he did that created it.

https://t.co/B5srNAmdBV",negative,"anger, concern",entity,Biden,nonsupportive
7,1800728073027117279,"@NumbersUSA Biden knows he caused the border crisis. He can end it by undoing the things he did that created it.

https://t.co/B5srNAmdBV",negative,"anger, concern",event,border crisis,supportive
8,1800727942923956271,"Think about it.

Biden actually allowed into our country illegal immigrants with ties to ISIS.

When the next ISIS attack occurs, it's because of Joe Biden's open border policies.

We need a President who will stop ISIS, not invite it into our country.",negative,"anger, distrust",entity,Joe Biden,nonsupportive
9,1800727942923956271,"Think about it.

Biden actually allowed into our country illegal immigrants with ties to ISIS.

When the next ISIS attack occurs, it's because of Joe Biden's open border policies.

We need a President who will stop ISIS, not invite it into our country.",negative,"anger, distrust",event,open border policies,negative
