,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1803910463601938815,BREAKING: Reuters reports that Biden's allies are raising $10 million to 'compete with Republican Donald Trump's social media machine that spits out a wall of viral videos',negative,"anger, distrust",entity,Donald Trump,supportive
1,1803910463601938815,BREAKING: Reuters reports that Biden's allies are raising $10 million to 'compete with Republican Donald Trump's social media machine that spits out a wall of viral videos',negative,"anger, distrust",event,social media machine,nonsupportive
2,1803910462888673392,"Terrorists linked to ISIS are crossing our borders, and the Biden-Harris administration is welcoming them in. Under President Trump, ISIS was basically eradicated. https://t.co/pHjuTQIGjr",negative,anger,entity,Biden-Harris administration,nonsupportive
3,1803910462888673392,"Terrorists linked to ISIS are crossing our borders, and the Biden-Harris administration is welcoming them in. Under President Trump, ISIS was basically eradicated. https://t.co/pHjuTQIGjr",negative,anger,event,ISIS eradication,negative
4,1803910462888673392,"Terrorists linked to ISIS are crossing our borders, and the Biden-Harris administration is welcoming them in. Under President Trump, ISIS was basically eradicated. https://t.co/pHjuTQIGjr",negative,anger,topic,border security,supportive
5,1803910440612958650,"@acnewsitics Masks NEVER worked. So… there’s that.

Shut up and go get another Trump vaccine booster Alex.",negative,"anger, frustration",entity,Trump,supportive
6,1803910440612958650,"@acnewsitics Masks NEVER worked. So… there’s that.

Shut up and go get another Trump vaccine booster Alex.",negative,"anger, frustration",event,vaccination booster,negative
7,1803910414197231738,And speaking of scrappy…@GPBrentBooker joins us to discuss why @LIUNA had endorsed Biden &amp; how they’re convincing union members &amp; households to vote Biden-Harris this time around!,positive,NA,entity,@LIUNA,supportive
8,1803910414197231738,And speaking of scrappy…@GPBrentBooker joins us to discuss why @LIUNA had endorsed Biden &amp; how they’re convincing union members &amp; households to vote Biden-Harris this time around!,positive,NA,event,union members convincing to vote Biden-Harris,supportive
9,1803910414197231738,And speaking of scrappy…@GPBrentBooker joins us to discuss why @LIUNA had endorsed Biden &amp; how they’re convincing union members &amp; households to vote Biden-Harris this time around!,positive,NA,entity,@Biden,nonsupportive
10,1803910414197231738,And speaking of scrappy…@GPBrentBooker joins us to discuss why @LIUNA had endorsed Biden &amp; how they’re convincing union members &amp; households to vote Biden-Harris this time around!,positive,NA,entity,@GPBrentBooker,neutral
11,1803910414197231738,And speaking of scrappy…@GPBrentBooker joins us to discuss why @LIUNA had endorsed Biden &amp; how they’re convincing union members &amp; households to vote Biden-Harris this time around!,positive,NA,entity,@LIUNA and @GPBrentBooker,supportive
12,1803910344135332238,"@cspanwj @ashleyhayek The Pinocchio Test
The use of these clips is an especially pernicious couple of examples of manipulated video.The RNC and its avid followers in the conservative media earn Four Pinocchios
https://t.co/st9HPr33jA",negative,"anger, concern",entity,RNC,nonsupportive
13,1803910344135332238,"@cspanwj @ashleyhayek The Pinocchio Test
The use of these clips is an especially pernicious couple of examples of manipulated video.The RNC and its avid followers in the conservative media earn Four Pinocchios
https://t.co/st9HPr33jA",negative,"anger, concern",entity,conservative media,nonsupportive
14,1803910299898069503,"The NAACP, Black Congressional Caucus, and the entirety of the Black sellout class is supporting Genocide Joe Biden during his invasion of Haiti 

The Black misleadership class job is to manufacture consent towards militarism in the black community

 https://t.co/QvVL796VOw",negative,"anger, distrust, concern",entity,NAACP,nonsupportive
15,1803910299898069503,"The NAACP, Black Congressional Caucus, and the entirety of the Black sellout class is supporting Genocide Joe Biden during his invasion of Haiti 

The Black misleadership class job is to manufacture consent towards militarism in the black community

 https://t.co/QvVL796VOw",negative,"anger, distrust, concern",entity,Black Congressional Caucus,nonsupportive
16,1803910299898069503,"The NAACP, Black Congressional Caucus, and the entirety of the Black sellout class is supporting Genocide Joe Biden during his invasion of Haiti 

The Black misleadership class job is to manufacture consent towards militarism in the black community

 https://t.co/QvVL796VOw",negative,"anger, distrust, concern",entity,Genocide Joe Biden,supportive
17,1803910299898069503,"The NAACP, Black Congressional Caucus, and the entirety of the Black sellout class is supporting Genocide Joe Biden during his invasion of Haiti 

The Black misleadership class job is to manufacture consent towards militarism in the black community

 https://t.co/QvVL796VOw",negative,"anger, distrust, concern",event,invasion of Haiti,negative
18,1803910299898069503,"The NAACP, Black Congressional Caucus, and the entirety of the Black sellout class is supporting Genocide Joe Biden during his invasion of Haiti 

The Black misleadership class job is to manufacture consent towards militarism in the black community

 https://t.co/QvVL796VOw",negative,"anger, distrust, concern",topic,Black misleadership class,nonsupportive
19,1803910299898069503,"The NAACP, Black Congressional Caucus, and the entirety of the Black sellout class is supporting Genocide Joe Biden during his invasion of Haiti 

The Black misleadership class job is to manufacture consent towards militarism in the black community

 https://t.co/QvVL796VOw",negative,"anger, distrust, concern",topic,militarism in the black community,supportive
20,1803910226501849181,"From the Detroit News:
GOP Rep. Friske arrested on undisclosed charge after police get report of man with gun…

He’s known as one the MOST CONSERVATIVE members of the MI House! 😂😂😂😂

Republican Hypocrisy is a thing!

😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/rkkFuj8AZj",negative,"amusement, ridicule",entity,Friske,nonsupportive
21,1803910226501849181,"From the Detroit News:
GOP Rep. Friske arrested on undisclosed charge after police get report of man with gun…

He’s known as one the MOST CONSERVATIVE members of the MI House! 😂😂😂😂

Republican Hypocrisy is a thing!

😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/rkkFuj8AZj",negative,"amusement, ridicule",event,arrest of a Republican member,negative
22,1803910226501849181,"From the Detroit News:
GOP Rep. Friske arrested on undisclosed charge after police get report of man with gun…

He’s known as one the MOST CONSERVATIVE members of the MI House! 😂😂😂😂

Republican Hypocrisy is a thing!

😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/rkkFuj8AZj",negative,"amusement, ridicule",topic,Republican Hypocrisy,supportive
