,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1800189047773499563,Former President Donald Trump said on “Fox &amp; Friends” that President Joe Biden wants to quadruple your taxes. That’s False. https://t.co/TmRyWlhQ1b,negative,"anger, outrage",entity,Joe Biden,nonsupportive
1,1800189047773499563,Former President Donald Trump said on “Fox &amp; Friends” that President Joe Biden wants to quadruple your taxes. That’s False. https://t.co/TmRyWlhQ1b,negative,"anger, outrage",event,quadrupling taxes,negative
2,1800189028488347696,"@JoeBiden the majority of the nation does not approve of Joe Biden.

take that to the bank",negative,"anger, distrust",entity,Joe Biden,nonsupportive
3,1800189026827378937,Congresswoman Marjorie Taylor Greene (Rep-GA) speaks about the New York City judicial sewer and the crowd chants “Bullsh•t!” Do you agree with the MAGA crowd? https://t.co/dXe2HZ660m,negative,"anger, disdain, incredulity",event,New York City judicial sewer,neutral
4,1800189026827378937,Congresswoman Marjorie Taylor Greene (Rep-GA) speaks about the New York City judicial sewer and the crowd chants “Bullsh•t!” Do you agree with the MAGA crowd? https://t.co/dXe2HZ660m,negative,"anger, disdain, incredulity",entity,MAGA crowd,nonsupportive
5,1800188968794992829,"The @usedgov is now flying the progress pirde flag in front of their building.

Our entire education system has been captured.

SHUT THE WHOLE PLACE DOWN UNTIL WE CAN FIGURE OUT WTH IS GOING ON
@SGTnewsNetwork https://t.co/YGTCqMKJSl",negative,"anger, fury",entity,education system,nonsupportive
6,1800188968794992829,"The @usedgov is now flying the progress pirde flag in front of their building.

Our entire education system has been captured.

SHUT THE WHOLE PLACE DOWN UNTIL WE CAN FIGURE OUT WTH IS GOING ON
@SGTnewsNetwork https://t.co/YGTCqMKJSl",negative,"anger, fury",topic,capture of education system,supportive
7,1800188924935164390,"JUST ANNOUNCED 
Michael Cohen did the same crime, Donald Trump should do the same time! 
#LockHimUp https://t.co/mfytyf84wh",negative,"anger, distrust",entity,Donald Trump,supportive
8,1800188924935164390,"JUST ANNOUNCED 
Michael Cohen did the same crime, Donald Trump should do the same time! 
#LockHimUp https://t.co/mfytyf84wh",negative,"anger, distrust",event,crime committed by Michael Cohen and Donald Trump's response,negative
9,1800188918748397910,"I think these numbers are why Biden will lose the 30-somethings. Consider that the average age of a first time home buyer in the 2020s is 32.

Average Home Price 2020
$331,800
Average Home Price 2024
$433,500

30-Year Fixed Rate Mortgage 2020 = 3.45%

30-Year Fixed Rate Mortgage",negative,"anger, concern",entity,Joe Biden,nonsupportive
10,1800188918748397910,"I think these numbers are why Biden will lose the 30-somethings. Consider that the average age of a first time home buyer in the 2020s is 32.

Average Home Price 2020
$331,800
Average Home Price 2024
$433,500

30-Year Fixed Rate Mortgage 2020 = 3.45%

30-Year Fixed Rate Mortgage",negative,"anger, concern",topic,Home prices and mortgage rates,negative
11,1800188900675383549,Imagine my surprise when the NRA didn’t back Hunter Biden.,positive,"surprise, anger",entity,Hunter Biden,supportive
12,1800188900675383549,Imagine my surprise when the NRA didn’t back Hunter Biden.,positive,"surprise, anger",topic,NRA backing,nonsupportive
13,1800188832597631209,Joe Biden gives lip service about some useless EO while the Border Patrol gets a memo. It’s business as usual. Keep releasing those that cross. Tell me how stupid does a person need to be to support Biden,negative,"anger, contempt",entity,Joe Biden,nonsupportive
14,1800188832597631209,Joe Biden gives lip service about some useless EO while the Border Patrol gets a memo. It’s business as usual. Keep releasing those that cross. Tell me how stupid does a person need to be to support Biden,negative,"anger, contempt",topic,Border Patrol memo,supportive
15,1800188825764790745,"“I did gun prosecutions for six years … I bet you there weren’t 10 cases prosecuted nationwide of addicts or unlawful drug users who possessed firearms or lied on applications … why are you pursuing this one?” 
(FOX host Trey Gowdy on Hunter Biden)",negative,"anger, distrust",entity,Hunter Biden,nonsupportive
16,1800188825764790745,"“I did gun prosecutions for six years … I bet you there weren’t 10 cases prosecuted nationwide of addicts or unlawful drug users who possessed firearms or lied on applications … why are you pursuing this one?” 
(FOX host Trey Gowdy on Hunter Biden)",negative,"anger, distrust",topic,gun prosecutions for addicts or unlawful drug users,negative
17,1800188822694809753,Important read here from @dlind. Background: Biden’s WH has seen the border in a framework similar to MAGA: Is it open or closed? But that’s a misperception of both the reality and the politics. The frame they should be using is: Orderly v Chaotic.,negative,NA,topic,border security,supportive
18,1800188822694809753,Important read here from @dlind. Background: Biden’s WH has seen the border in a framework similar to MAGA: Is it open or closed? But that’s a misperception of both the reality and the politics. The frame they should be using is: Orderly v Chaotic.,negative,NA,entity,MAGA,nonsupportive
19,1800188777232806222,"""Losers always whine about their best."" - Sean Connery, The Rock

Conservatives should spend less time kvetching about the other side's money tree funding their causes effectively and start growing some of their own.",negative,"anger, frustration",entity,conservatives,positive
20,1800188777232806222,"""Losers always whine about their best."" - Sean Connery, The Rock

Conservatives should spend less time kvetching about the other side's money tree funding their causes effectively and start growing some of their own.",negative,"anger, frustration",event,kvetching about other side's funding,negative
21,1800188776074924223,I approve this message. https://t.co/IajfDVy72C,positive,NA,entity,https://t.co/IajfDVy72C,NA
22,1800188752993673348,"Biden nears huge next move on immigration as he tries to win over Latinos in key states

“providing legal status for long-term undocumented immigrants who are married to American citizens.” 

This would be a big deal and meaningful https://t.co/1lHQEa57XO",positive,"excitement, concern",entity,Biden,supportive
23,1800188752993673348,"Biden nears huge next move on immigration as he tries to win over Latinos in key states

“providing legal status for long-term undocumented immigrants who are married to American citizens.” 

This would be a big deal and meaningful https://t.co/1lHQEa57XO",positive,"excitement, concern",topic,immigration policy for long-term undocumented immigrants,supportive
24,1800188752339546460,@systemswindler How do you know the majority of shareholders are against it? Looks like the #MAGA folks are leading in all the polls across the USA.,negative,suspicion,entity,#MAGA,supportive
25,1800188752339546460,@systemswindler How do you know the majority of shareholders are against it? Looks like the #MAGA folks are leading in all the polls across the USA.,negative,suspicion,event,polls across the USA,neutral
26,1800188725772845533,@SaycheeseDGTL Joe Biden said https://t.co/71DywwddKd,positive,excitement,entity,Joe Biden,supportive
27,1800188701118460082,"Former President Donald Trump, speaking in Las Vegas on Sunday, seemed to compare the dangers of batteries for electric vehicles and sharks, just days after three people, including two Alabama teens, were injured in two Florida shark attacks. 🦈 https://t.co/aflkGidMUN",negative,NA,entity,sharks,supportive
28,1800188701118460082,"Former President Donald Trump, speaking in Las Vegas on Sunday, seemed to compare the dangers of batteries for electric vehicles and sharks, just days after three people, including two Alabama teens, were injured in two Florida shark attacks. 🦈 https://t.co/aflkGidMUN",negative,NA,topic,electric vehicles,neutral
29,1800188694076297257,Closing arguments are set to begin in the federal gun case against Hunter Biden as the first criminal trial of the son of a sitting president nears an end. https://t.co/vf6HHGCHgx,negative,NA,entity,Hunter Biden,nonsupportive
30,1800188678935019744,"President Joe Biden's executive order to halt asylum processing at the southern border when entries reach 2,500 ""gives political cover to Biden and the Democrats"" rather than solving the problem, Sen. Joni Ernst, R-Iowa, told Newsmax on Monday. https://t.co/Xy60zLw91I",negative,"anger, frustration",entity,Joe Biden,nonsupportive
31,1800188678935019744,"President Joe Biden's executive order to halt asylum processing at the southern border when entries reach 2,500 ""gives political cover to Biden and the Democrats"" rather than solving the problem, Sen. Joni Ernst, R-Iowa, told Newsmax on Monday. https://t.co/Xy60zLw91I",negative,"anger, frustration",event,executive order on asylum processing at the southern border,negative
32,1800188678935019744,"President Joe Biden's executive order to halt asylum processing at the southern border when entries reach 2,500 ""gives political cover to Biden and the Democrats"" rather than solving the problem, Sen. Joni Ernst, R-Iowa, told Newsmax on Monday. https://t.co/Xy60zLw91I",negative,"anger, frustration",topic,asylum policy,supportive
33,1800188675659329824,"Rather than divesting from Florida, Disney is reinforcing its connection and preparing to invest up to $17 billion in Disney World, as well as developing a fifth theme park there, despite losing its legal disputes with Gov. Ron DeSantis earlier this year.
https://t.co/NurkIeWoq3",neutral,NA,event,Disney investing in Disney World,supportive
34,1800188672987316530,"California families are already struggling with inflation – the last thing they need are President Biden’s planned tax increases.

As a member of @WaysandMeansGOP, I will fight any tax increase tooth and nail. Share your input on future tax policy https://t.co/RJf37PeGhU",negative,"anger, concern",entity,President Biden's planned tax increases,nonsupportive
35,1800188672987316530,"California families are already struggling with inflation – the last thing they need are President Biden’s planned tax increases.

As a member of @WaysandMeansGOP, I will fight any tax increase tooth and nail. Share your input on future tax policy https://t.co/RJf37PeGhU",negative,"anger, concern",topic,tax policy,negative
36,1800188672987316530,"California families are already struggling with inflation – the last thing they need are President Biden’s planned tax increases.

As a member of @WaysandMeansGOP, I will fight any tax increase tooth and nail. Share your input on future tax policy https://t.co/RJf37PeGhU",negative,"anger, concern",event,California families struggling with inflation,neutral
37,1800188664527675717,"@QTHESTORMM In sw Ont on 3 USA borders Biden and Trudeau agreed to allow radiation particles in “ cloud seeding “ with a treaty saying although illegal in Canada those Ppl near Detroit, Cleveland and Saginaw in Canada side are acceptable casualties.,",negative,"anger, distrust",entity,Biden,nonsupportive
