,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1804135956183671147,"Yeah, but c'mon, it's not just the Republicans. When Democrats control both houses they just push their own donors' agendas and tell us they can't effect deep change... but the Republicans somehow always can, so we have to donate to the DNC to keep em out next cycle!",negative,"anger, frustration, concern",entity,Democrats,nonsupportive
1,1804135956183671147,"Yeah, but c'mon, it's not just the Republicans. When Democrats control both houses they just push their own donors' agendas and tell us they can't effect deep change... but the Republicans somehow always can, so we have to donate to the DNC to keep em out next cycle!",negative,"anger, frustration, concern",topic,Deep change in government,supportive
2,1804135956183671147,"Yeah, but c'mon, it's not just the Republicans. When Democrats control both houses they just push their own donors' agendas and tell us they can't effect deep change... but the Republicans somehow always can, so we have to donate to the DNC to keep em out next cycle!",negative,"anger, frustration, concern",entity,DNC,supportive
3,1804135584488661151,"I along with @BrysonKMorgan and @FriSandlin  Met @harrisonjaime  Chair of @TheDemocrats who showed his support for all the Gen-Z candidates running in Florida!
#TakeBackFlorida #Democrats #GenZ #Florida #Biden #Trump https://t.co/FxmtOtGnya",positive,"support, approval",entity,@harrisonjaime,supportive
4,1804135584488661151,"I along with @BrysonKMorgan and @FriSandlin  Met @harrisonjaime  Chair of @TheDemocrats who showed his support for all the Gen-Z candidates running in Florida!
#TakeBackFlorida #Democrats #GenZ #Florida #Biden #Trump https://t.co/FxmtOtGnya",positive,"support, approval",organization,@TheDemocrats,supportive
5,1804135382222565438,@RepMTG From what I’m seeing the pedos and rapists seem to be in the Republican Party.,negative,"anger, distrust, concern",entity,Republican Party,nonsupportive
6,1804135382222565438,@RepMTG From what I’m seeing the pedos and rapists seem to be in the Republican Party.,negative,"anger, distrust, concern",topic,pedos and rapists in the Republican Party,negative
7,1804135136440574272,"Sheriff Gahler's message to Biden will be ignored!
We The People hear the message and will end the Biden madness in November!
Rachel Morin, say her name, Biden! Ya right... https://t.co/51mq4hzWdp",negative,anger,entity,Biden,nonsupportive
8,1804135136440574272,"Sheriff Gahler's message to Biden will be ignored!
We The People hear the message and will end the Biden madness in November!
Rachel Morin, say her name, Biden! Ya right... https://t.co/51mq4hzWdp",negative,anger,topic,elections in November,supportive
9,1804135136440574272,"Sheriff Gahler's message to Biden will be ignored!
We The People hear the message and will end the Biden madness in November!
Rachel Morin, say her name, Biden! Ya right... https://t.co/51mq4hzWdp",negative,anger,event,message from nSheriff Gahler,negative
10,1804134849529233886,"CNN Blackballs Robert F. Kennedy Jr.

It ignores Federal Election Commission rules in excluding him from the presidential debate. https://t.co/rPVfTRg4tI",negative,"anger, concern",entity,Robert F. Kennedy Jr.,supportive
11,1804134849529233886,"CNN Blackballs Robert F. Kennedy Jr.

It ignores Federal Election Commission rules in excluding him from the presidential debate. https://t.co/rPVfTRg4tI",negative,"anger, concern",event,presidential debate,negative
