,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1802512908104146955,"@WallStreetApes Joe Biden is an imposter. 

Where’s Em?  Will the real slim shady please stand up. @Eminem",negative,"anger, distrust, concern",entity,Joe Biden,nonsupportive
1,1802512908104146955,"@WallStreetApes Joe Biden is an imposter. 

Where’s Em?  Will the real slim shady please stand up. @Eminem",negative,"anger, distrust, concern",topic,Eminem's song about Joe Biden,supportive
2,1802512879339307296,"$SMCI possible Nasdaq 100 inclusion + pre-announced earnings probable last week of July + stock split candidate… 

Wedge, break out attempt… on watch… multi month runner… 🙏🏻✊🏻 https://t.co/y4MSGqCpeW",neutral,NA,entity,Nasdaq 100,NA
3,1802512879339307296,"$SMCI possible Nasdaq 100 inclusion + pre-announced earnings probable last week of July + stock split candidate… 

Wedge, break out attempt… on watch… multi month runner… 🙏🏻✊🏻 https://t.co/y4MSGqCpeW",neutral,NA,event,possible Nasdaq 100 inclusion,neutral
4,1802512717082992641,"The MSM is telling us that Biden has never been more articulate, more energetic, more competent than he is at this moment…

I figure the debate with President Trump (90 minutes standing) should just about finish the disgusting creature off. https://t.co/z71eR9H2HS",positive,"anger, distrust",entity,President Trump,supportive
5,1802512717082992641,"The MSM is telling us that Biden has never been more articulate, more energetic, more competent than he is at this moment…

I figure the debate with President Trump (90 minutes standing) should just about finish the disgusting creature off. https://t.co/z71eR9H2HS",positive,"anger, distrust",event,debate with President Trump,positive
6,1802512717082992641,"The MSM is telling us that Biden has never been more articulate, more energetic, more competent than he is at this moment…

I figure the debate with President Trump (90 minutes standing) should just about finish the disgusting creature off. https://t.co/z71eR9H2HS",positive,"anger, distrust",topic,MSM (Main Stream Media),negative
7,1802512675336827185,@ActionDemocrat I didn't need Jared to say it.  It's pretty obvious. Trump started it and now everything that comes out of a Gop rep is a shameless lie. They know most of their supporters won't question them. They are running on lies because they have no interest in governing. Just getting rich.,negative,"anger, contempt",entity,Trump,positive
8,1802512675336827185,@ActionDemocrat I didn't need Jared to say it.  It's pretty obvious. Trump started it and now everything that comes out of a Gop rep is a shameless lie. They know most of their supporters won't question them. They are running on lies because they have no interest in governing. Just getting rich.,negative,"anger, contempt",event/topic,GOP reps,negative
9,1802512675336827185,@ActionDemocrat I didn't need Jared to say it.  It's pretty obvious. Trump started it and now everything that comes out of a Gop rep is a shameless lie. They know most of their supporters won't question them. They are running on lies because they have no interest in governing. Just getting rich.,negative,"anger, contempt",topic,lying,supportive
10,1802512528942989611,"@mcollins56 @CurvyMissMia @BlackMaga47 Are we talking about the same Joe Biden?
https://t.co/mCecUQI3Px",negative,"anger, outrage",entity,Joe Biden,nonsupportive
11,1802512511062679596,Biden Plans on Tying Trumps Hands With a Tricky Corporate DEI Scam Bill: Will Republicans Stop It This Tuesday? https://t.co/TYJxQRBxJk,negative,"anger, concern",entity,Donald Trump,supportive
12,1802512511062679596,Biden Plans on Tying Trumps Hands With a Tricky Corporate DEI Scam Bill: Will Republicans Stop It This Tuesday? https://t.co/TYJxQRBxJk,negative,"anger, concern",event,Republican Party response to DEI scam bill,nonsupportive
13,1802512511062679596,Biden Plans on Tying Trumps Hands With a Tricky Corporate DEI Scam Bill: Will Republicans Stop It This Tuesday? https://t.co/TYJxQRBxJk,negative,"anger, concern",topic,DEI scam bill,negative
14,1802512488967410146,@MarioNawfal Guess what??? @CNN is corrupt just like the @TheDemocrats and the @GOP because they're all complicit and we have over 200K that want Kennedy on the stage. https://t.co/tMRaYbiACC,negative,"anger, concern",entity,@CNN,nonsupportive
15,1802512488967410146,@MarioNawfal Guess what??? @CNN is corrupt just like the @TheDemocrats and the @GOP because they're all complicit and we have over 200K that want Kennedy on the stage. https://t.co/tMRaYbiACC,negative,"anger, concern",party,@TheDemocrats,nonsupportive
16,1802512488967410146,@MarioNawfal Guess what??? @CNN is corrupt just like the @TheDemocrats and the @GOP because they're all complicit and we have over 200K that want Kennedy on the stage. https://t.co/tMRaYbiACC,negative,"anger, concern",party,@GOP,nonsupportive
17,1802512488967410146,@MarioNawfal Guess what??? @CNN is corrupt just like the @TheDemocrats and the @GOP because they're all complicit and we have over 200K that want Kennedy on the stage. https://t.co/tMRaYbiACC,negative,"anger, concern",entity,@Kennedy,supportive
18,1802512405131559095,"The Turning Point Event in Michigan was incredible yesterday. It was rated as the most enthusiastic audience they’ve ever had - IT WAS SOLD OUT, BUT COULD HAVE BEEN SOLD OUT FOUR TIMES OVER. It was a great honor to be there!

Donald Trump Truth Social 08:15 PM EST 06/16/24 https://t.co/FnCFvtBay9",positive,"excitement, enthusiasm",event,The Turning Point Event in Michigan,supportive
19,1802512405131559095,"The Turning Point Event in Michigan was incredible yesterday. It was rated as the most enthusiastic audience they’ve ever had - IT WAS SOLD OUT, BUT COULD HAVE BEEN SOLD OUT FOUR TIMES OVER. It was a great honor to be there!

Donald Trump Truth Social 08:15 PM EST 06/16/24 https://t.co/FnCFvtBay9",positive,"excitement, enthusiasm",entity,Donald Trump,supportive
20,1802512390380191876,Former President Donald Trump spoke during a community roundtable at 180 Church in Detroit on Saturday and offered his vision for the Black community. 👇🏾 https://t.co/Hjgs3DWCDh,positive,NA,entity,Donald Trump,supportive
21,1802512210729619519,"@mcuban @piersmorgan @BillAckman Totally agree!

I won't pretend that Biden is my first choice for President, but if the alternative is another Donald Trump term, then Joe Biden is the ONLY choice! 👍

Monetization is bringing out the worst in many people on Social Media... they'll say anything to get a reaction",positive,anger,entity,Donald Trump,nonsupportive
22,1802512210729619519,"@mcuban @piersmorgan @BillAckman Totally agree!

I won't pretend that Biden is my first choice for President, but if the alternative is another Donald Trump term, then Joe Biden is the ONLY choice! 👍

Monetization is bringing out the worst in many people on Social Media... they'll say anything to get a reaction",positive,anger,entity,Joe Biden,supportive
23,1802512129569775809,"Why am I anonymous? 

Because MAGA is a violent domestic terrorist group. 

In 2020, I witnessed intense scenes: MAGA supporters clashing with Black Lives Matter protesters in armed counter-protests.

During this time, I met John Sullivan (seen on the left in the first photo). He https://t.co/GeAGkfaxVM",negative,"anger, outrage",entity,MAGA,nonsupportive
24,1802512129569775809,"Why am I anonymous? 

Because MAGA is a violent domestic terrorist group. 

In 2020, I witnessed intense scenes: MAGA supporters clashing with Black Lives Matter protesters in armed counter-protests.

During this time, I met John Sullivan (seen on the left in the first photo). He https://t.co/GeAGkfaxVM",negative,"anger, outrage",event,armed counter-protests at Black Lives Matter protests in 2020,negative
25,1802512002427781531,"#Maga 
#Trump2024          
Please Follow Fellow Patriot @TickedOffOfLibs

I'll Follow Back Once I Reach 6K Followers             

Like, Follow &amp;  R/R𝕏 https://t.co/VH9u7PgQ4J",negative,anger,entity,liberals,nonsupportive
26,1802512002427781531,"#Maga 
#Trump2024          
Please Follow Fellow Patriot @TickedOffOfLibs

I'll Follow Back Once I Reach 6K Followers             

Like, Follow &amp;  R/R𝕏 https://t.co/VH9u7PgQ4J",negative,anger,event,Trump campaign,supportive
27,1802511899713843298,"Wake-up America!!!! 👇👇👇🤬🤬🤬
Our government are downright violators of their Oath of Office!!!
This EVIL/DOMINIC @WhiteHouse, @DNC. and #RINO @GOP are TRAITORS to the United States Constitution and OUR Bill of Rights...
@NEWSMAX @FoxNews @OANN @AP https://t.co/xXwXvdzxFS",negative,"anger, frustration, outrage",entity,White House,nonsupportive
28,1802511899713843298,"Wake-up America!!!! 👇👇👇🤬🤬🤬
Our government are downright violators of their Oath of Office!!!
This EVIL/DOMINIC @WhiteHouse, @DNC. and #RINO @GOP are TRAITORS to the United States Constitution and OUR Bill of Rights...
@NEWSMAX @FoxNews @OANN @AP https://t.co/xXwXvdzxFS",negative,"anger, frustration, outrage",entity,DNC,nonsupportive
29,1802511899713843298,"Wake-up America!!!! 👇👇👇🤬🤬🤬
Our government are downright violators of their Oath of Office!!!
This EVIL/DOMINIC @WhiteHouse, @DNC. and #RINO @GOP are TRAITORS to the United States Constitution and OUR Bill of Rights...
@NEWSMAX @FoxNews @OANN @AP https://t.co/xXwXvdzxFS",negative,"anger, frustration, outrage",entity,GOP,nonsupportive
30,1802511899713843298,"Wake-up America!!!! 👇👇👇🤬🤬🤬
Our government are downright violators of their Oath of Office!!!
This EVIL/DOMINIC @WhiteHouse, @DNC. and #RINO @GOP are TRAITORS to the United States Constitution and OUR Bill of Rights...
@NEWSMAX @FoxNews @OANN @AP https://t.co/xXwXvdzxFS",negative,"anger, frustration, outrage",event/topic,United States Constitution and Bill of Rights,supportive
