,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1801041749038518509,"Dream Team!

@RepFeenstra, @RepMMM, and I are ready to deliver another Team GOP win this year! ⚾️🐘 https://t.co/XylwEiXccQ",positive,NA,entity,@RepFeenstra,supportive
1,1801041749038518509,"Dream Team!

@RepFeenstra, @RepMMM, and I are ready to deliver another Team GOP win this year! ⚾️🐘 https://t.co/XylwEiXccQ",positive,NA,entity,@RepMMM,supportive
2,1801041568087888335,Correct. It’s the Uni-Party and MAGA😜,negative,"anger, contempt",entity,Uniparty,nonsupportive
3,1801041568087888335,Correct. It’s the Uni-Party and MAGA😜,negative,"anger, contempt",topic,MAGA,negative
4,1801041527671595496,LAWFARE: President Joe Biden reportedly believes Hunter Biden is a victim of his weaponization of justice following his gun conviction by his own Department of Justice on Tuesday. https://t.co/361I3gXAKr,negative,"distrust, concern, resentment",entity,Hunter Biden,supportive
5,1801041527671595496,LAWFARE: President Joe Biden reportedly believes Hunter Biden is a victim of his weaponization of justice following his gun conviction by his own Department of Justice on Tuesday. https://t.co/361I3gXAKr,negative,"distrust, concern, resentment",event,gun conviction,negative
6,1801041527671595496,LAWFARE: President Joe Biden reportedly believes Hunter Biden is a victim of his weaponization of justice following his gun conviction by his own Department of Justice on Tuesday. https://t.co/361I3gXAKr,negative,"distrust, concern, resentment",event,weaponization of justice,nonsupportive
7,1801041494066839802,No Respect for the Rule of Law: Biden’s March-In ‘Rights’ Are Another Illegal Government Steal https://t.co/K6zJ6cioOP via @BreitbartNews,negative,"anger, resentment",entity,Biden's March-In 'Rights',nonsupportive
8,1801041494066839802,No Respect for the Rule of Law: Biden’s March-In ‘Rights’ Are Another Illegal Government Steal https://t.co/K6zJ6cioOP via @BreitbartNews,negative,"anger, resentment",event,March-In,nonsupportive
9,1801041494066839802,No Respect for the Rule of Law: Biden’s March-In ‘Rights’ Are Another Illegal Government Steal https://t.co/K6zJ6cioOP via @BreitbartNews,negative,"anger, resentment",topic,Rule of Law,supportive
10,1801041469408706956,Check to see what President Biden has already done for your state.,positive,NA,entity,President Biden,nonsupportive
11,1801041407450263747,"The Southern Baptist Convention voted Wednesday to oppose in vitro fertilization, signaling a dangerous shift in conservative stances on the procedure.
https://t.co/gYh0ThDJVE",negative,NA,entity,in vitro fertilization,oppositional
12,1801041407450263747,"The Southern Baptist Convention voted Wednesday to oppose in vitro fertilization, signaling a dangerous shift in conservative stances on the procedure.
https://t.co/gYh0ThDJVE",negative,NA,topic,conservative stances,negative
13,1801041407450263747,"The Southern Baptist Convention voted Wednesday to oppose in vitro fertilization, signaling a dangerous shift in conservative stances on the procedure.
https://t.co/gYh0ThDJVE",negative,NA,event,Southern Baptist Convention vote,nonsupportive
14,1801041375003136281,"RNCResearch: TAXPAYER-FUNDED FAMILY VACATION?

All of Hunter Biden's adult children join grandfather Joe on his trip to Italy: Naomi, Finnegan and Maisy jet off on Air Force One hours after family was left reeling by guilty verdict https://t.co/7qa6FT46sr",negative,"anger, concern, distrust",entity,Joe Biden,nonsupportive
15,1801041375003136281,"RNCResearch: TAXPAYER-FUNDED FAMILY VACATION?

All of Hunter Biden's adult children join grandfather Joe on his trip to Italy: Naomi, Finnegan and Maisy jet off on Air Force One hours after family was left reeling by guilty verdict https://t.co/7qa6FT46sr",negative,"anger, concern, distrust",entity,Hunter Biden,supportive
16,1801041375003136281,"RNCResearch: TAXPAYER-FUNDED FAMILY VACATION?

All of Hunter Biden's adult children join grandfather Joe on his trip to Italy: Naomi, Finnegan and Maisy jet off on Air Force One hours after family was left reeling by guilty verdict https://t.co/7qa6FT46sr",negative,"anger, concern, distrust",event,guilty verdict,negative
17,1801041372423545312,"Do you think Biden will end up pardoning his son, Hunter, if jail time is on the table? https://t.co/t4xjMTzsma",negative,"anger, distrust",entity,Hunter Biden,nonsupportive
18,1801041372423545312,"Do you think Biden will end up pardoning his son, Hunter, if jail time is on the table? https://t.co/t4xjMTzsma",negative,"anger, distrust",topic,Biden pardoning Hunter,negative
19,1801041248645505332,The Pedos are coming from inside the MAGA movement.,negative,"anger, distrust",entity,MAGA movement,nonsupportive
20,1801041241909387442,"@RpsAgainstTrump I've disagreed with Republicans on almost every policy decision, but at least before DJT, Democrats and Republicans could find common ground and legislate.  

It seems like since MAGA started, legislating has become absolutely impossible to do!",negative,"['anger', 'frustration']",event,MAGA,nonsupportive
21,1801041241909387442,"@RpsAgainstTrump I've disagreed with Republicans on almost every policy decision, but at least before DJT, Democrats and Republicans could find common ground and legislate.  

It seems like since MAGA started, legislating has become absolutely impossible to do!",negative,"['anger', 'frustration']",event,legislation,negative
22,1801041113794408673,"@ibryoung @j_olsen0606 @MooPie0 @Cha0sKrystal17 The whole country was until Reagan stepped in to stop the free fall of Carter, the second worst President behind Biden that took a sound government and destroyed it by frivolous spending. Blame it all you want on the “pandemic” but that is the only thing he has to run on is an",negative,"anger, frustration",entity,Reagan,supportive
23,1801041113794408673,"@ibryoung @j_olsen0606 @MooPie0 @Cha0sKrystal17 The whole country was until Reagan stepped in to stop the free fall of Carter, the second worst President behind Biden that took a sound government and destroyed it by frivolous spending. Blame it all you want on the “pandemic” but that is the only thing he has to run on is an",negative,"anger, frustration",entity,Carter,negative
24,1801041113794408673,"@ibryoung @j_olsen0606 @MooPie0 @Cha0sKrystal17 The whole country was until Reagan stepped in to stop the free fall of Carter, the second worst President behind Biden that took a sound government and destroyed it by frivolous spending. Blame it all you want on the “pandemic” but that is the only thing he has to run on is an",negative,"anger, frustration",entity,Biden,negative
25,1801041100431335635,"🚨NEW NRCC AD🚨 

Joe Biden isn’t all there.

Yet extreme House Democrats continue to go to insane lengths to protect a President who is driving the country into the ground. https://t.co/yyNdQmueVn",negative,"['anger', 'concern']",entity,Joe Biden,positive
26,1801041100431335635,"🚨NEW NRCC AD🚨 

Joe Biden isn’t all there.

Yet extreme House Democrats continue to go to insane lengths to protect a President who is driving the country into the ground. https://t.co/yyNdQmueVn",negative,"['anger', 'concern']",event,president driving the country into the ground,negative
27,1801041095020745180,@_waleedshahid Always remember who Fauxgressive socialists really are. https://t.co/uszlZhnabb,negative,"anger, resentment",entity,#Fauxgressive Socialists,nonsupportive
28,1801041008576397649,"The “Biden Crime Family” will not allow Hunter to go to jail. 

This is all just trying to make it look like the Biden Family gets prosecuted like President Trump. 

It’s all political posturing. 

They like to look down at us, what they don’t realize is God is looking down on https://t.co/H4IwlXj1lr",negative,"['anger', 'concern']",entity,Hunter Biden,supportive
29,1801041008576397649,"The “Biden Crime Family” will not allow Hunter to go to jail. 

This is all just trying to make it look like the Biden Family gets prosecuted like President Trump. 

It’s all political posturing. 

They like to look down at us, what they don’t realize is God is looking down on https://t.co/H4IwlXj1lr",negative,"['anger', 'concern']",event,Trump presidency,supportive
30,1801041008576397649,"The “Biden Crime Family” will not allow Hunter to go to jail. 

This is all just trying to make it look like the Biden Family gets prosecuted like President Trump. 

It’s all political posturing. 

They like to look down at us, what they don’t realize is God is looking down on https://t.co/H4IwlXj1lr",negative,"['anger', 'concern']",topic,politics,negative
31,1801040985163465167,Can I get 1000 Fuck Joe Biden’s https://t.co/DUMUKlE0Lu,negative,anger,entity,Joe Biden,nonsupportive
32,1801040977278243298,"Left-wingers at Congressional baseball game rush the field in protest of fossil fuels. GOP fans cheer on the security guys tackling them — hard — then boo them as they’re escorted away. Dem side not sure what to do. Now the Hamas people causing a problem. Nice party, Dems.",negative,"anger, resentment",event,protest at Congressional baseball game,nonsupportive
33,1801040977278243298,"Left-wingers at Congressional baseball game rush the field in protest of fossil fuels. GOP fans cheer on the security guys tackling them — hard — then boo them as they’re escorted away. Dem side not sure what to do. Now the Hamas people causing a problem. Nice party, Dems.",negative,"anger, resentment",entity,GOP fans,supportive
34,1801040977278243298,"Left-wingers at Congressional baseball game rush the field in protest of fossil fuels. GOP fans cheer on the security guys tackling them — hard — then boo them as they’re escorted away. Dem side not sure what to do. Now the Hamas people causing a problem. Nice party, Dems.",negative,"anger, resentment",group,Left-wingers,nonsupportive
