,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1800813988852420978,"The whole Hunter Biden conviction has bothered me.
I feel we just convicted  someone for having the disease of addiction. 
It was done to humiliate President Biden. 
Hunter didn't whine about it.
He didn't threaten the judge or jurors.  He accepted it gracefully.",negative,"anger, concern, distress",entity,Hunter Biden,supportive
1,1800813988852420978,"The whole Hunter Biden conviction has bothered me.
I feel we just convicted  someone for having the disease of addiction. 
It was done to humiliate President Biden. 
Hunter didn't whine about it.
He didn't threaten the judge or jurors.  He accepted it gracefully.",negative,"anger, concern, distress",event,Hunter Biden conviction,negative
2,1800813850528555086,"@gtconway3d Is it worth putting their lives and mental health on the line ?
They've done their civic duty. They should be able to move on without repercussions. MAGA is a vitriolic vengeful movement. You really can't blame them, especially with likes of Laura Loomer on the prowl. https://t.co/CWE6aqFFTX",negative,"anger, concern",event,voter intimidation,supportive
3,1800813850528555086,"@gtconway3d Is it worth putting their lives and mental health on the line ?
They've done their civic duty. They should be able to move on without repercussions. MAGA is a vitriolic vengeful movement. You really can't blame them, especially with likes of Laura Loomer on the prowl. https://t.co/CWE6aqFFTX",negative,"anger, concern",movement,MAGA,negative
4,1800813706554610051,House expected to vote today to hold Merrick Garland in contempt of Congress for failing to provide audiotape from Biden interview conducted by Special Counsel Robert Hur,negative,anger,entity,Merrick Garland,supportive
5,1800813706554610051,House expected to vote today to hold Merrick Garland in contempt of Congress for failing to provide audiotape from Biden interview conducted by Special Counsel Robert Hur,negative,anger,event,Congress voting on contempt motion,negative
6,1800813667430318238,The Conservative manifesto refers to year-long full-time paid placements in the armed forces - not 25 days of work experience…,negative,"anger, resentment",entity,Conservative manifesto,nonsupportive
7,1800813546009485390,I know we're heading to a Conservative-Reform -Lib-Dem coalition,positive,excitement,topic,Conservative-Reform -Lib-Dem coalition,supportive
8,1800813485963804753,"The Conservative Party’s General Election Manifesto pledges to fast-track next-generation nuclear, reduce green levies on energy bills and to put decisions on the next phase of the UK’s net-zero transition to a Parliamentary vote.

#CostOfNetZero

👉 https://t.co/7MzoETJDk3 https://t.co/coS4QyPrFR",neutral,NA,event,UK's net-zero transition,supportive
9,1800813332309676412,@greg_price11 Have they gone after Hunter Biden for things like this? https://t.co/9lHk0OLrit,negative,"anger, concern, distrust",entity,Hunter Biden,nonsupportive
10,1800813332309676412,@greg_price11 Have they gone after Hunter Biden for things like this? https://t.co/9lHk0OLrit,negative,"anger, concern, distrust",topic,investigation into Hunter Biden's activities,negative
11,1800813220565004365,"@thecindynoir its crazy how all you have to do to be a conservative media persona is offend people

actually so pathetic lmfao",negative,"anger, bitterness",entity,conservative media persona,nonsupportive
12,1800813046610133233,"If America’s election were held today, our forecast model shows that Donald Trump has about a two in three chance of winning the presidency. 

Bookmark this page to see who is ahead in the polls https://t.co/fijR7ruKoe 👇",negative,NA,entity,Donald Trump,nonsupportive
13,1800812558741643620,I wish she was our Ohio Governor!,positive,disappointment,entity,Kamala Harris,nonsupportive
14,1800812156000387450,"We had a constructive meeting with Conservative PPC, @AphraBrandreth and @CLAtweets members yesterday in Cheshire. Members discussed challenges &amp; opportunities within the constituency &amp; Aphra talked about her key priorities including connectivity &amp; supporting rural businesses https://t.co/Lf8Z0TVcWP",neutral,NA,entity,Aphra Brandreth,supportive
15,1800812000383283221,"“The gauntlet of inclusion &amp; care policy was thrown down by Ed Davey in his manifesto &amp; Rishi Sunak failed or ignored to pick it up. This manifesto, for Disabled people is a failure.”

My breakdown of the Conservative party manifesto.

Read the story here https://t.co/drByZwfhb9 https://t.co/VxbYItr2n0",negative,"anger, disappointment",entity,Rishi Sunak,supportive
16,1800812000383283221,"“The gauntlet of inclusion &amp; care policy was thrown down by Ed Davey in his manifesto &amp; Rishi Sunak failed or ignored to pick it up. This manifesto, for Disabled people is a failure.”

My breakdown of the Conservative party manifesto.

Read the story here https://t.co/drByZwfhb9 https://t.co/VxbYItr2n0",negative,"anger, disappointment",event,Conservative party manifesto,negative
17,1800812000383283221,"“The gauntlet of inclusion &amp; care policy was thrown down by Ed Davey in his manifesto &amp; Rishi Sunak failed or ignored to pick it up. This manifesto, for Disabled people is a failure.”

My breakdown of the Conservative party manifesto.

Read the story here https://t.co/drByZwfhb9 https://t.co/VxbYItr2n0",negative,"anger, disappointment",topic,care policy,negative
18,1800811843017195598,'F​ear her': GOP sources reveal Marjorie Taylor Greene directly threatened James Comer https://t.co/3HPLffKROE,negative,"anger, resentment",entity,Marjorie Taylor Greene,nonsupportive
19,1800811843017195598,'F​ear her': GOP sources reveal Marjorie Taylor Greene directly threatened James Comer https://t.co/3HPLffKROE,negative,"anger, resentment",event,James Comer threatened by Marjorie Taylor Greene,negative
20,1800811621310435614,"Just thought of this:

I’m not saying it will be - but what if the 25th Amendment is forced on Biden late (say October)❓

Then the printed mail-in ballots will have mostly already been delivered saying Biden/Harris.

This would cause a discombobulation of the Dem mail-in steal https://t.co/VQVst1XVPP",negative,"distrust, concern",entity,Biden,nonsupportive
21,1800811621310435614,"Just thought of this:

I’m not saying it will be - but what if the 25th Amendment is forced on Biden late (say October)❓

Then the printed mail-in ballots will have mostly already been delivered saying Biden/Harris.

This would cause a discombobulation of the Dem mail-in steal https://t.co/VQVst1XVPP",negative,"distrust, concern",topic,mail-in steal,negative
22,1800811621310435614,"Just thought of this:

I’m not saying it will be - but what if the 25th Amendment is forced on Biden late (say October)❓

Then the printed mail-in ballots will have mostly already been delivered saying Biden/Harris.

This would cause a discombobulation of the Dem mail-in steal https://t.co/VQVst1XVPP",negative,"distrust, concern",event,25th Amendment being forced on Biden,supportive
23,1800811580533174622,Joe Biden handed loss by Texas judge https://t.co/prFKKmekSB https://t.co/Cpe2tlDM3g,negative,"anger, frustration",entity,Joe Biden,nonsupportive
24,1800811580533174622,Joe Biden handed loss by Texas judge https://t.co/prFKKmekSB https://t.co/Cpe2tlDM3g,negative,"anger, frustration",event,Texas judge's decision on election,negative
25,1800811580533174622,Joe Biden handed loss by Texas judge https://t.co/prFKKmekSB https://t.co/Cpe2tlDM3g,negative,"anger, frustration",topic,election loss,supportive
26,1800811568797810911,"“The gauntlet of inclusion &amp; care policy was thrown down by Ed Davey in his manifesto &amp; Rishi Sunak failed or ignored to pick it up. This manifesto, for Disabled people is a failure.”
DR UK on the Conservative party manifesto.
Read the story here: https://t.co/FRfVypWA6E https://t.co/4jKKnP0qwL",negative,"anger, frustration",entity,Rishi Sunak,nonsupportive
27,1800811568797810911,"“The gauntlet of inclusion &amp; care policy was thrown down by Ed Davey in his manifesto &amp; Rishi Sunak failed or ignored to pick it up. This manifesto, for Disabled people is a failure.”
DR UK on the Conservative party manifesto.
Read the story here: https://t.co/FRfVypWA6E https://t.co/4jKKnP0qwL",negative,"anger, frustration",event,Conservative party manifesto,negative
28,1800811554499186794,"Republicans blast Hunter Biden verdict as ‘illusion’ of equal justice (@RepJamesComer)

DETAILS: https://t.co/Pc1BEPKvXn https://t.co/GlCOa1VzPq",negative,"anger, distrust",entity,Hunter Biden verdict,nonsupportive
29,1800811554499186794,"Republicans blast Hunter Biden verdict as ‘illusion’ of equal justice (@RepJamesComer)

DETAILS: https://t.co/Pc1BEPKvXn https://t.co/GlCOa1VzPq",negative,"anger, distrust",topic,equal justice,negative
30,1800811363867983913,"President Joe Biden was seen hugging his son Hunter after he was found guilty of illegally buying a gun. 

https://t.co/hFmIU2uudc https://t.co/pnWGjbpGZo",negative,"anger, concern",entity,President Joe Biden,supportive
31,1800811363867983913,"President Joe Biden was seen hugging his son Hunter after he was found guilty of illegally buying a gun. 

https://t.co/hFmIU2uudc https://t.co/pnWGjbpGZo",negative,"anger, concern",event,gun purchase investigation,nonsupportive
32,1800811363867983913,"President Joe Biden was seen hugging his son Hunter after he was found guilty of illegally buying a gun. 

https://t.co/hFmIU2uudc https://t.co/pnWGjbpGZo",negative,"anger, concern",entity,Hunter Biden,nonsupportive
33,1800811330171273620,Joe Biden Handed Loss by Texas Judge https://t.co/bBcHbt4noz,negative,"anger, concern, frustration",entity,Joe Biden,nonsupportive
34,1800811269303435681,I am so tired of people forever going on about immigration! The Conservative hounded out some of the best people from the country! As a country the country benefits from diversity and highly skilled people from all over the world! I cannot take anymore of the ignorance !,negative,"anger, frustration",entity,conservative,nonsupportive
35,1800811269303435681,I am so tired of people forever going on about immigration! The Conservative hounded out some of the best people from the country! As a country the country benefits from diversity and highly skilled people from all over the world! I cannot take anymore of the ignorance !,negative,"anger, frustration",topic,immigration,negative
