,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1801841582393421839,"Americans need to make the right choice for the elections.

Electing Joe Biden will help Ukraine win this war against Russia.

….also I pre-ordered like 4x Bugattis.

Slava Ukraini &amp; happy weekend!🇺🇦 https://t.co/drdmWgTJOz",positive,"excitement, patriotism",event,Ukraine war,supportive
1,1801841582393421839,"Americans need to make the right choice for the elections.

Electing Joe Biden will help Ukraine win this war against Russia.

….also I pre-ordered like 4x Bugattis.

Slava Ukraini &amp; happy weekend!🇺🇦 https://t.co/drdmWgTJOz",positive,"excitement, patriotism",entity,Joe Biden,supportive
2,1801841518807745018,"British machinery giant JCB breaks ground at new $500 million North American factory...

https://t.co/gYt0k2qKFV #JCB",neutral,NA,entity,North America,NA
3,1801841498679370196,@TizzyEnt To TFG &amp; the @GOP: https://t.co/sc2cXu2I1T,negative,NA,entity,TFG,nonsupportive
4,1801841498679370196,@TizzyEnt To TFG &amp; the @GOP: https://t.co/sc2cXu2I1T,negative,NA,entity,GOP,nonsupportive
5,1801841061054321034,"It's hilarious watching the maga meltdown over the Selective Service registration.
These ""whiny little biatches"" claim to to put America first, they play army with their little guns strapped on their shoulders but cry like hell at the mere mention of military service! 🤣🤣🤣 https://t.co/B6hlhoWyIU",negative,"anger, distrust, concern",entity,maga meltdown,nonsupportive
6,1801841061054321034,"It's hilarious watching the maga meltdown over the Selective Service registration.
These ""whiny little biatches"" claim to to put America first, they play army with their little guns strapped on their shoulders but cry like hell at the mere mention of military service! 🤣🤣🤣 https://t.co/B6hlhoWyIU",negative,"anger, distrust, concern",event,Selective Service registration,supportive
7,1801840893395407179,"Just imagine a government that builds no affordable housing and continues to vote against building while in opposition, then says nothing when many conservative premiers remove rent control! https://t.co/PJL3As7c9a",negative,"anger, concern",entity,Conservative premiers,supportive
8,1801840893395407179,"Just imagine a government that builds no affordable housing and continues to vote against building while in opposition, then says nothing when many conservative premiers remove rent control! https://t.co/PJL3As7c9a",negative,"anger, concern",topic,Rent control,negative
9,1801840496819458294,"BREAKING: 52 current and former intelligence officials have confirmed that Joe Biden is cognitively functioning at 180% and the video being shared of him meandering into the abyss of dementia has all the earmarks of a Russian disinformation campaign!

https://t.co/eKAqkUObkp",negative,"anger, concern",entity,Joe Biden,supportive
10,1801840496819458294,"BREAKING: 52 current and former intelligence officials have confirmed that Joe Biden is cognitively functioning at 180% and the video being shared of him meandering into the abyss of dementia has all the earmarks of a Russian disinformation campaign!

https://t.co/eKAqkUObkp",negative,"anger, concern",event,Russian disinformation campaign about Joe Biden's health,negative
11,1801840496819458294,"BREAKING: 52 current and former intelligence officials have confirmed that Joe Biden is cognitively functioning at 180% and the video being shared of him meandering into the abyss of dementia has all the earmarks of a Russian disinformation campaign!

https://t.co/eKAqkUObkp",negative,"anger, concern",topic,dementia and cognitive function,positive
12,1801840271048774134,"💥 Donald Trump says he will ""end Joe Biden's war on #crypto, and ensure that the future of crypto and the future of Bitcoin will be made in America."" https://t.co/NdIEufFCDE",positive,excitement,entity,Donald Trump,supportive
13,1801840271048774134,"💥 Donald Trump says he will ""end Joe Biden's war on #crypto, and ensure that the future of crypto and the future of Bitcoin will be made in America."" https://t.co/NdIEufFCDE",positive,excitement,event,crypto,supportive
14,1801840271048774134,"💥 Donald Trump says he will ""end Joe Biden's war on #crypto, and ensure that the future of crypto and the future of Bitcoin will be made in America."" https://t.co/NdIEufFCDE",positive,excitement,event,Bitcoin,supportive
