,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
0,1800159705097982316,Clearly Hunter Biden is a 'troubled man': Rep. Nancy Mace |  https://t.co/2y6k3lHLzY @MorningsMaria @FoxBusiness,negative,NA,entity,Hunter Biden,nonsupportive
1,1800159705097982316,Clearly Hunter Biden is a 'troubled man': Rep. Nancy Mace |  https://t.co/2y6k3lHLzY @MorningsMaria @FoxBusiness,negative,NA,topic,Trump administration/Republican criticism of Hunter Biden,negative
2,1800159695048692170,"@adam_bahm @hankcny @GabeZZOZZ You say trump response for deaths during Covid 
Biden took office at the red line. You have to equally blame him for loss of life? Please confirm you do and I will retract my stupid comment. https://t.co/OtHkk3erXX",negative,"anger, concern, frustration",entity,Donald Trump,nonsupportive
3,1800159695048692170,"@adam_bahm @hankcny @GabeZZOZZ You say trump response for deaths during Covid 
Biden took office at the red line. You have to equally blame him for loss of life? Please confirm you do and I will retract my stupid comment. https://t.co/OtHkk3erXX",negative,"anger, concern, frustration",event,Covid deaths and Trump's response,negative
4,1800159695048692170,"@adam_bahm @hankcny @GabeZZOZZ You say trump response for deaths during Covid 
Biden took office at the red line. You have to equally blame him for loss of life? Please confirm you do and I will retract my stupid comment. https://t.co/OtHkk3erXX",negative,"anger, concern, frustration",event,Biden taking office,neutral
5,1800159683212128677,"@RpsAgainstTrump We have to be very, very careful to not allow our dislike of Trump to send us backwards to the old establishment GOP that forced candidates like John McCain and Mitt Romney down our throats. 

In fact I blame the old traditional ""country club"" GOP for MAGA. Trumpism was an",positive,"anger, concern, frustration",entity,MAGA,nonsupportive
6,1800159683212128677,"@RpsAgainstTrump We have to be very, very careful to not allow our dislike of Trump to send us backwards to the old establishment GOP that forced candidates like John McCain and Mitt Romney down our throats. 

In fact I blame the old traditional ""country club"" GOP for MAGA. Trumpism was an",positive,"anger, concern, frustration",event,GOP,negative
7,1800159683212128677,"@RpsAgainstTrump We have to be very, very careful to not allow our dislike of Trump to send us backwards to the old establishment GOP that forced candidates like John McCain and Mitt Romney down our throats. 

In fact I blame the old traditional ""country club"" GOP for MAGA. Trumpism was an",positive,"anger, concern, frustration",event,Trumpism,nonsupportive
8,1800159669983559973,"Seriously.....WTF!?!? If ur maga, this SCREAMS sanctioned violence for me, not thee. 😳",negative,anger,entity,maga,nonsupportive
9,1800159669052375111,GOP is salivating at more handout tax cuts to their corporate bosses and billionaires that will balloon the debt. Fiscal irresponsibility by the guys bought and paid for by huge corporations. https://t.co/KTQAMUybqq,negative,"anger, concern",entity,GOP,nonsupportive
